,Unnamed: 0,filename,setor,fold,quintilRenda
26,26,613SeERcnrZ0XhhkzNeVPA-180.jpg,352042605000030.0,1,5.0
27,27,613SeERcnrZ0XhhkzNeVPA-270.jpg,352042605000030.0,1,5.0
28,28,LDGF3Y-km7vKpPPzrTLOAA-0.jpg,352042605000014.0,1,5.0
29,29,LDGF3Y-km7vKpPPzrTLOAA-90.jpg,352042605000014.0,1,5.0
30,30,LDGF3Y-km7vKpPPzrTLOAA-180.jpg,352042605000014.0,1,5.0
31,31,LDGF3Y-km7vKpPPzrTLOAA-270.jpg,352042605000014.0,1,5.0
32,32,v99zlV-pDpP6DveaZVEreg-0.jpg,352042605000015.0,1,4.0
33,33,v99zlV-pDpP6DveaZVEreg-90.jpg,352042605000015.0,1,4.0
34,34,v99zlV-pDpP6DveaZVEreg-180.jpg,352042605000015.0,1,4.0
35,35,v99zlV-pDpP6DveaZVEreg-270.jpg,352042605000015.0,1,4.0
36,36,ewGk4fKSZjGOSwKAwWTQNg-0.jpg,352042605000015.0,1,4.0
37,37,ewGk4fKSZjGOSwKAwWTQNg-90.jpg,352042605000015.0,1,4.0
38,38,ewGk4fKSZjGOSwKAwWTQNg-180.jpg,352042605000015.0,1,4.0
39,39,ewGk4fKSZjGOSwKAwWTQNg-270.jpg,352042605000015.0,1,4.0
40,40,3naPEq0B3h_R2XAHQ9luTw-0.jpg,352042605000013.0,1,4.0
41,41,3naPEq0B3h_R2XAHQ9luTw-90.jpg,352042605000013.0,1,4.0
42,42,3naPEq0B3h_R2XAHQ9luTw-180.jpg,352042605000013.0,1,4.0
43,43,3naPEq0B3h_R2XAHQ9luTw-270.jpg,352042605000013.0,1,4.0
44,44,FWhhFawMPv5z0z6ki6dOmw-0.jpg,352042605000013.0,1,4.0
45,45,FWhhFawMPv5z0z6ki6dOmw-90.jpg,352042605000013.0,1,4.0
46,46,FWhhFawMPv5z0z6ki6dOmw-180.jpg,352042605000013.0,1,4.0
47,47,FWhhFawMPv5z0z6ki6dOmw-270.jpg,352042605000013.0,1,4.0
48,48,s86HAzjuCaKZ-bvDUVVOuw-0.jpg,352042605000031.0,1,5.0
49,49,s86HAzjuCaKZ-bvDUVVOuw-90.jpg,352042605000031.0,1,5.0
50,50,s86HAzjuCaKZ-bvDUVVOuw-180.jpg,352042605000031.0,1,5.0
51,51,s86HAzjuCaKZ-bvDUVVOuw-270.jpg,352042605000031.0,1,5.0
52,52,c_0mBGHtHmibv6_0QF-x4w-0.jpg,352042605000010.0,1,3.0
53,53,c_0mBGHtHmibv6_0QF-x4w-90.jpg,352042605000010.0,1,3.0
54,54,c_0mBGHtHmibv6_0QF-x4w-180.jpg,352042605000010.0,1,3.0
55,55,c_0mBGHtHmibv6_0QF-x4w-270.jpg,352042605000010.0,1,3.0
56,56,gnxl9PIzUt3F9JK29QPf7g-0.jpg,352330505000006.0,1,3.0
57,57,gnxl9PIzUt3F9JK29QPf7g-90.jpg,352330505000006.0,1,3.0
58,58,gnxl9PIzUt3F9JK29QPf7g-180.jpg,352330505000006.0,1,3.0
59,59,gnxl9PIzUt3F9JK29QPf7g-270.jpg,352330505000006.0,1,3.0
60,60,9Mp7DLBqjm7o87kprRX-4g-0.jpg,352330505000001.0,1,5.0
61,61,9Mp7DLBqjm7o87kprRX-4g-90.jpg,352330505000001.0,1,5.0
62,62,9Mp7DLBqjm7o87kprRX-4g-180.jpg,352330505000001.0,1,5.0
63,63,9Mp7DLBqjm7o87kprRX-4g-270.jpg,352330505000001.0,1,5.0
64,64,KusOeCXeq5BkZ_bX0zOs8Q-0.jpg,352330505000001.0,1,5.0
65,65,KusOeCXeq5BkZ_bX0zOs8Q-90.jpg,352330505000001.0,1,5.0
66,66,KusOeCXeq5BkZ_bX0zOs8Q-180.jpg,352330505000001.0,1,5.0
67,67,KusOeCXeq5BkZ_bX0zOs8Q-270.jpg,352330505000001.0,1,5.0
68,68,ncpRBZjVF8HUtfN12athtg-0.jpg,352330505000002.0,1,5.0
69,69,ncpRBZjVF8HUtfN12athtg-90.jpg,352330505000002.0,1,5.0
70,70,ncpRBZjVF8HUtfN12athtg-180.jpg,352330505000002.0,1,5.0
71,71,ncpRBZjVF8HUtfN12athtg-270.jpg,352330505000002.0,1,5.0
72,72,3dI9CpoXMYaPmm46y18MYA-0.jpg,352330505000003.0,1,5.0
73,73,3dI9CpoXMYaPmm46y18MYA-90.jpg,352330505000003.0,1,5.0
74,74,3dI9CpoXMYaPmm46y18MYA-180.jpg,352330505000003.0,1,5.0
75,75,3dI9CpoXMYaPmm46y18MYA-270.jpg,352330505000003.0,1,5.0
76,76,dM_F4A3syOuQoLFc8-Bfjw-0.jpg,352330505000003.0,1,5.0
77,77,dM_F4A3syOuQoLFc8-Bfjw-90.jpg,352330505000003.0,1,5.0
78,78,dM_F4A3syOuQoLFc8-Bfjw-180.jpg,352330505000003.0,1,5.0
79,79,dM_F4A3syOuQoLFc8-Bfjw-270.jpg,352330505000003.0,1,5.0
80,80,xg9pxhQWH9VDnW2JARnu9A-0.jpg,352330505000004.0,1,5.0
81,81,xg9pxhQWH9VDnW2JARnu9A-90.jpg,352330505000004.0,1,5.0
82,82,xg9pxhQWH9VDnW2JARnu9A-180.jpg,352330505000004.0,1,5.0
83,83,xg9pxhQWH9VDnW2JARnu9A-270.jpg,352330505000004.0,1,5.0
84,84,AD0OtMa8FFFYOdIyX2jE-Q-0.jpg,352330505000026.0,1,3.0
85,85,AD0OtMa8FFFYOdIyX2jE-Q-90.jpg,352330505000026.0,1,3.0
86,86,AD0OtMa8FFFYOdIyX2jE-Q-180.jpg,352330505000026.0,1,3.0
87,87,AD0OtMa8FFFYOdIyX2jE-Q-270.jpg,352330505000026.0,1,3.0
88,88,J3tupzq1tw7Jt_EjrjVCpQ-0.jpg,353720605000009.0,1,4.0
89,89,J3tupzq1tw7Jt_EjrjVCpQ-90.jpg,353720605000009.0,1,4.0
90,90,J3tupzq1tw7Jt_EjrjVCpQ-180.jpg,353720605000009.0,1,4.0
91,91,J3tupzq1tw7Jt_EjrjVCpQ-270.jpg,353720605000009.0,1,4.0
92,92,UiPsfmBsUmPbkTCiS1QESg-0.jpg,352330505000019.0,1,4.0
93,93,UiPsfmBsUmPbkTCiS1QESg-90.jpg,352330505000019.0,1,4.0
94,94,UiPsfmBsUmPbkTCiS1QESg-180.jpg,352330505000019.0,1,4.0
95,95,UiPsfmBsUmPbkTCiS1QESg-270.jpg,352330505000019.0,1,4.0
96,96,s1vHqu1d0dk3AUALqLjAIQ-0.jpg,352460005000001.0,1,5.0
97,97,s1vHqu1d0dk3AUALqLjAIQ-90.jpg,352460005000001.0,1,5.0
98,98,s1vHqu1d0dk3AUALqLjAIQ-180.jpg,352460005000001.0,1,5.0
99,99,s1vHqu1d0dk3AUALqLjAIQ-270.jpg,352460005000001.0,1,5.0
100,100,f8cHASLKXKG34l9_6W4e5Q-0.jpg,352460005000005.0,1,5.0
101,101,f8cHASLKXKG34l9_6W4e5Q-90.jpg,352460005000005.0,1,5.0
102,102,f8cHASLKXKG34l9_6W4e5Q-180.jpg,352460005000005.0,1,5.0
103,103,f8cHASLKXKG34l9_6W4e5Q-270.jpg,352460005000005.0,1,5.0
104,104,Etd8iBZbEfIkBdkH0sg2NA-0.jpg,352460005000004.0,1,4.0
105,105,Etd8iBZbEfIkBdkH0sg2NA-90.jpg,352460005000004.0,1,4.0
106,106,Etd8iBZbEfIkBdkH0sg2NA-180.jpg,352460005000004.0,1,4.0
107,107,Etd8iBZbEfIkBdkH0sg2NA-270.jpg,352460005000004.0,1,4.0
108,108,c2i_vYjZXzxqqnr82BfbRA-0.jpg,352990608000002.0,1,2.0
109,109,c2i_vYjZXzxqqnr82BfbRA-90.jpg,352990608000002.0,1,2.0
110,110,c2i_vYjZXzxqqnr82BfbRA-180.jpg,352990608000002.0,1,2.0
111,111,c2i_vYjZXzxqqnr82BfbRA-270.jpg,352990608000002.0,1,2.0
112,112,lVY2wFjBxay-y-HTogF_Lg-0.jpg,352610005000025.0,1,2.0
113,113,lVY2wFjBxay-y-HTogF_Lg-90.jpg,352610005000025.0,1,2.0
114,114,lVY2wFjBxay-y-HTogF_Lg-180.jpg,352610005000025.0,1,2.0
115,115,lVY2wFjBxay-y-HTogF_Lg-270.jpg,352610005000025.0,1,2.0
116,116,JOWB-vDo6EZhTdFIbzOxSw-0.jpg,352610005000024.0,1,4.0
117,117,JOWB-vDo6EZhTdFIbzOxSw-90.jpg,352610005000024.0,1,4.0
118,118,JOWB-vDo6EZhTdFIbzOxSw-180.jpg,352610005000024.0,1,4.0
119,119,JOWB-vDo6EZhTdFIbzOxSw-270.jpg,352610005000024.0,1,4.0
120,120,cUggkAU19Ma22tuDBuzSLg-0.jpg,352620905000004.0,1,4.0
121,121,cUggkAU19Ma22tuDBuzSLg-90.jpg,352620905000004.0,1,4.0
122,122,cUggkAU19Ma22tuDBuzSLg-180.jpg,352620905000004.0,1,4.0
123,123,cUggkAU19Ma22tuDBuzSLg-270.jpg,352620905000004.0,1,4.0
124,124,PqMCHh7GhS9LWZpTyABjUw-0.jpg,352620910000003.0,1,3.0
125,125,PqMCHh7GhS9LWZpTyABjUw-90.jpg,352620910000003.0,1,3.0
126,126,PqMCHh7GhS9LWZpTyABjUw-180.jpg,352620910000003.0,1,3.0
127,127,PqMCHh7GhS9LWZpTyABjUw-270.jpg,352620910000003.0,1,3.0
128,128,Ukm1PoKM6qIpulgWSIh3nQ-0.jpg,353620805000004.0,1,4.0
129,129,Ukm1PoKM6qIpulgWSIh3nQ-90.jpg,353620805000004.0,1,4.0
130,130,Ukm1PoKM6qIpulgWSIh3nQ-180.jpg,353620805000004.0,1,4.0
131,131,Ukm1PoKM6qIpulgWSIh3nQ-270.jpg,353620805000004.0,1,4.0
132,132,EZX8q3uB38ep-8fL06moFw-0.jpg,353620805000025.0,1,3.0
133,133,EZX8q3uB38ep-8fL06moFw-90.jpg,353620805000025.0,1,3.0
134,134,EZX8q3uB38ep-8fL06moFw-180.jpg,353620805000025.0,1,3.0
135,135,EZX8q3uB38ep-8fL06moFw-270.jpg,353620805000025.0,1,3.0
136,136,qNVgP8JYPs8n7k-H7_VjQQ-0.jpg,353720605000016.0,1,4.0
137,137,qNVgP8JYPs8n7k-H7_VjQQ-90.jpg,353720605000016.0,1,4.0
138,138,qNVgP8JYPs8n7k-H7_VjQQ-180.jpg,353720605000016.0,1,4.0
139,139,qNVgP8JYPs8n7k-H7_VjQQ-270.jpg,353720605000016.0,1,4.0
140,140,pyramsAAddfPe1q29RiYPw-0.jpg,354260205000010.0,1,5.0
141,141,pyramsAAddfPe1q29RiYPw-90.jpg,354260205000010.0,1,5.0
142,142,pyramsAAddfPe1q29RiYPw-180.jpg,354260205000010.0,1,5.0
143,143,pyramsAAddfPe1q29RiYPw-270.jpg,354260205000010.0,1,5.0
144,144,Jv1Kn7vipP9EIMlnaXtaSA-0.jpg,354260205000011.0,1,5.0
145,145,Jv1Kn7vipP9EIMlnaXtaSA-90.jpg,354260205000011.0,1,5.0
146,146,Jv1Kn7vipP9EIMlnaXtaSA-180.jpg,354260205000011.0,1,5.0
147,147,Jv1Kn7vipP9EIMlnaXtaSA-270.jpg,354260205000011.0,1,5.0
148,148,iE1A-eO1t96UmPv2mYXN0g-0.jpg,354260205000021.0,1,5.0
149,149,iE1A-eO1t96UmPv2mYXN0g-90.jpg,354260205000021.0,1,5.0
150,150,iE1A-eO1t96UmPv2mYXN0g-180.jpg,354260205000021.0,1,5.0
151,151,iE1A-eO1t96UmPv2mYXN0g-270.jpg,354260205000021.0,1,5.0
152,152,uQ9jNxTceQiTRARu1We0kA-0.jpg,354260205000023.0,1,5.0
153,153,uQ9jNxTceQiTRARu1We0kA-90.jpg,354260205000023.0,1,5.0
154,154,uQ9jNxTceQiTRARu1We0kA-180.jpg,354260205000023.0,1,5.0
155,155,uQ9jNxTceQiTRARu1We0kA-270.jpg,354260205000023.0,1,5.0
156,156,jv3wkUNtTsUNaRGeHqqLWA-0.jpg,354260205000023.0,1,5.0
157,157,jv3wkUNtTsUNaRGeHqqLWA-90.jpg,354260205000023.0,1,5.0
158,158,jv3wkUNtTsUNaRGeHqqLWA-180.jpg,354260205000023.0,1,5.0
159,159,jv3wkUNtTsUNaRGeHqqLWA-270.jpg,354260205000023.0,1,5.0
160,160,5p-rLhcwB5WEtr3Ad7DHvg-0.jpg,354260205000020.0,1,5.0
161,161,5p-rLhcwB5WEtr3Ad7DHvg-90.jpg,354260205000020.0,1,5.0
162,162,5p-rLhcwB5WEtr3Ad7DHvg-180.jpg,354260205000020.0,1,5.0
163,163,5p-rLhcwB5WEtr3Ad7DHvg-270.jpg,354260205000020.0,1,5.0
164,164,qq6qAHSJSNRYkMhW_wZM8Q-0.jpg,354260205000020.0,1,5.0
165,165,qq6qAHSJSNRYkMhW_wZM8Q-90.jpg,354260205000020.0,1,5.0
166,166,qq6qAHSJSNRYkMhW_wZM8Q-180.jpg,354260205000020.0,1,5.0
167,167,qq6qAHSJSNRYkMhW_wZM8Q-270.jpg,354260205000020.0,1,5.0
168,168,6ETFRteC0pdkJhDTGPvLqA-0.jpg,354260205000025.0,1,3.0
169,169,6ETFRteC0pdkJhDTGPvLqA-90.jpg,354260205000025.0,1,3.0
170,170,6ETFRteC0pdkJhDTGPvLqA-180.jpg,354260205000025.0,1,3.0
171,171,6ETFRteC0pdkJhDTGPvLqA-270.jpg,354260205000025.0,1,3.0
172,172,3_-Tn4ldwwxpbTD883XpAA-0.jpg,354260205000024.0,1,4.0
173,173,3_-Tn4ldwwxpbTD883XpAA-90.jpg,354260205000024.0,1,4.0
174,174,3_-Tn4ldwwxpbTD883XpAA-180.jpg,354260205000024.0,1,4.0
175,175,3_-Tn4ldwwxpbTD883XpAA-270.jpg,354260205000024.0,1,4.0
176,176,ynuLRMsFox7LHF2-xPYEhA-0.jpg,354260205000044.0,1,5.0
177,177,ynuLRMsFox7LHF2-xPYEhA-90.jpg,354260205000044.0,1,5.0
178,178,ynuLRMsFox7LHF2-xPYEhA-180.jpg,354260205000044.0,1,5.0
179,179,ynuLRMsFox7LHF2-xPYEhA-270.jpg,354260205000044.0,1,5.0
180,180,qHctjVICM2jreWLrgCC-bQ-0.jpg,354260205000042.0,1,1.0
181,181,qHctjVICM2jreWLrgCC-bQ-90.jpg,354260205000042.0,1,1.0
182,182,qHctjVICM2jreWLrgCC-bQ-180.jpg,354260205000042.0,1,1.0
183,183,qHctjVICM2jreWLrgCC-bQ-270.jpg,354260205000042.0,1,1.0
184,184,YsNzK1RpRhocI9olsvOhtw-0.jpg,354280005000002.0,1,4.0
185,185,YsNzK1RpRhocI9olsvOhtw-90.jpg,354280005000002.0,1,4.0
186,186,YsNzK1RpRhocI9olsvOhtw-180.jpg,354280005000002.0,1,4.0
187,187,YsNzK1RpRhocI9olsvOhtw-270.jpg,354280005000002.0,1,4.0
188,188,0WdlsejxwLZUBHQZ3yg22g-0.jpg,354280005000003.0,1,2.0
189,189,0WdlsejxwLZUBHQZ3yg22g-90.jpg,354280005000003.0,1,2.0
190,190,0WdlsejxwLZUBHQZ3yg22g-180.jpg,354280005000003.0,1,2.0
191,191,0WdlsejxwLZUBHQZ3yg22g-270.jpg,354280005000003.0,1,2.0
192,192,YQ5rEstekqk2Xa1AGvKqWg-0.jpg,355350005000016.0,1,4.0
193,193,YQ5rEstekqk2Xa1AGvKqWg-90.jpg,355350005000016.0,1,4.0
194,194,YQ5rEstekqk2Xa1AGvKqWg-180.jpg,355350005000016.0,1,4.0
195,195,YQ5rEstekqk2Xa1AGvKqWg-270.jpg,355350005000016.0,1,4.0
196,196,Ur0pYB2-_GRdWdiDs7fLDw-0.jpg,410020205000005.0,1,4.0
197,197,Ur0pYB2-_GRdWdiDs7fLDw-90.jpg,410020205000005.0,1,4.0
198,198,Ur0pYB2-_GRdWdiDs7fLDw-180.jpg,410020205000005.0,1,4.0
199,199,Ur0pYB2-_GRdWdiDs7fLDw-270.jpg,410020205000005.0,1,4.0
200,200,USCzwegekTAWfwnJ7BnCaQ-0.jpg,410310705000022.0,1,2.0
201,201,USCzwegekTAWfwnJ7BnCaQ-90.jpg,410310705000022.0,1,2.0
202,202,USCzwegekTAWfwnJ7BnCaQ-180.jpg,410310705000022.0,1,2.0
203,203,USCzwegekTAWfwnJ7BnCaQ-270.jpg,410310705000022.0,1,2.0
204,204,nSWy0X2spjL_2uCLr20HXg-0.jpg,412788205000002.0,1,1.0
205,205,nSWy0X2spjL_2uCLr20HXg-90.jpg,412788205000002.0,1,1.0
206,206,nSWy0X2spjL_2uCLr20HXg-180.jpg,412788205000002.0,1,1.0
207,207,nSWy0X2spjL_2uCLr20HXg-270.jpg,412788205000002.0,1,1.0
208,208,rVbWk9znvckVxrEyJ2M4uw-0.jpg,411125805000003.0,1,4.0
209,209,rVbWk9znvckVxrEyJ2M4uw-90.jpg,411125805000003.0,1,4.0
210,210,rVbWk9znvckVxrEyJ2M4uw-180.jpg,411125805000003.0,1,4.0
211,211,rVbWk9znvckVxrEyJ2M4uw-270.jpg,411125805000003.0,1,4.0
212,212,gK0MmsbpdfwP09yw4Ke4nw-0.jpg,411125805000006.0,1,5.0
213,213,gK0MmsbpdfwP09yw4Ke4nw-90.jpg,411125805000006.0,1,5.0
214,214,gK0MmsbpdfwP09yw4Ke4nw-180.jpg,411125805000006.0,1,5.0
215,215,gK0MmsbpdfwP09yw4Ke4nw-270.jpg,411125805000006.0,1,5.0
216,216,vRx7dmc8-Llhc9jyNsEzMQ-0.jpg,411125805000028.0,1,4.0
217,217,vRx7dmc8-Llhc9jyNsEzMQ-90.jpg,411125805000028.0,1,4.0
218,218,vRx7dmc8-Llhc9jyNsEzMQ-180.jpg,411125805000028.0,1,4.0
219,219,vRx7dmc8-Llhc9jyNsEzMQ-270.jpg,411125805000028.0,1,4.0
220,220,Yjsu3ApV5_zg6qLnMN7Idg-0.jpg,411125805000001.0,1,5.0
221,221,Yjsu3ApV5_zg6qLnMN7Idg-90.jpg,411125805000001.0,1,5.0
222,222,Yjsu3ApV5_zg6qLnMN7Idg-180.jpg,411125805000001.0,1,5.0
223,223,Yjsu3ApV5_zg6qLnMN7Idg-270.jpg,411125805000001.0,1,5.0
224,224,mqB2UkTS2j6saiDC7w6Mzw-0.jpg,411125805000012.0,1,3.0
225,225,mqB2UkTS2j6saiDC7w6Mzw-90.jpg,411125805000012.0,1,3.0
226,226,mqB2UkTS2j6saiDC7w6Mzw-180.jpg,411125805000012.0,1,3.0
227,227,mqB2UkTS2j6saiDC7w6Mzw-270.jpg,411125805000012.0,1,3.0
228,228,gjYw460N9twFEhYvlSrj1A-0.jpg,411125805000012.0,1,3.0
229,229,gjYw460N9twFEhYvlSrj1A-90.jpg,411125805000012.0,1,3.0
230,230,gjYw460N9twFEhYvlSrj1A-180.jpg,411125805000012.0,1,3.0
231,231,gjYw460N9twFEhYvlSrj1A-270.jpg,411125805000012.0,1,3.0
232,232,hPivMq3mHuM1VXWzLQntpw-0.jpg,411125805000011.0,1,3.0
233,233,hPivMq3mHuM1VXWzLQntpw-90.jpg,411125805000011.0,1,3.0
234,234,hPivMq3mHuM1VXWzLQntpw-180.jpg,411125805000011.0,1,3.0
235,235,hPivMq3mHuM1VXWzLQntpw-270.jpg,411125805000011.0,1,3.0
236,236,Wqq0GLf-QeKhOZBTiCUwKA-0.jpg,411125805000011.0,1,3.0
237,237,Wqq0GLf-QeKhOZBTiCUwKA-90.jpg,411125805000011.0,1,3.0
238,238,Wqq0GLf-QeKhOZBTiCUwKA-180.jpg,411125805000011.0,1,3.0
239,239,Wqq0GLf-QeKhOZBTiCUwKA-270.jpg,411125805000011.0,1,3.0
240,240,2vkWe6Sgy8WHLVEq5FvUxw-0.jpg,411125805000004.0,1,3.0
241,241,2vkWe6Sgy8WHLVEq5FvUxw-90.jpg,411125805000004.0,1,3.0
242,242,2vkWe6Sgy8WHLVEq5FvUxw-180.jpg,411125805000004.0,1,3.0
243,243,2vkWe6Sgy8WHLVEq5FvUxw-270.jpg,411125805000004.0,1,3.0
244,244,uqTb6NdKeu1r-chPBQgaOA-0.jpg,411125805000032.0,1,4.0
245,245,uqTb6NdKeu1r-chPBQgaOA-90.jpg,411125805000032.0,1,4.0
246,246,uqTb6NdKeu1r-chPBQgaOA-180.jpg,411125805000032.0,1,4.0
247,247,uqTb6NdKeu1r-chPBQgaOA-270.jpg,411125805000032.0,1,4.0
248,248,KpadIm9Or13iz24J734YMA-0.jpg,411125805000031.0,1,3.0
249,249,KpadIm9Or13iz24J734YMA-90.jpg,411125805000031.0,1,3.0
250,250,KpadIm9Or13iz24J734YMA-180.jpg,411125805000031.0,1,3.0
251,251,KpadIm9Or13iz24J734YMA-270.jpg,411125805000031.0,1,3.0
252,252,UUgQMsSYNSbfQVqZNGOOAQ-0.jpg,412220605000002.0,1,5.0
253,253,UUgQMsSYNSbfQVqZNGOOAQ-90.jpg,412220605000002.0,1,5.0
254,254,UUgQMsSYNSbfQVqZNGOOAQ-180.jpg,412220605000002.0,1,5.0
255,255,UUgQMsSYNSbfQVqZNGOOAQ-270.jpg,412220605000002.0,1,5.0
256,256,nGu0z5D_4_ctp6TueYbHtQ-0.jpg,412220605000005.0,1,5.0
257,257,nGu0z5D_4_ctp6TueYbHtQ-90.jpg,412220605000005.0,1,5.0
258,258,nGu0z5D_4_ctp6TueYbHtQ-180.jpg,412220605000005.0,1,5.0
259,259,nGu0z5D_4_ctp6TueYbHtQ-270.jpg,412220605000005.0,1,5.0
260,260,-bb3dKoYeCVX_8zV_vHQDQ-0.jpg,412220605000005.0,1,5.0
261,261,-bb3dKoYeCVX_8zV_vHQDQ-90.jpg,412220605000005.0,1,5.0
262,262,-bb3dKoYeCVX_8zV_vHQDQ-180.jpg,412220605000005.0,1,5.0
263,263,-bb3dKoYeCVX_8zV_vHQDQ-270.jpg,412220605000005.0,1,5.0
264,264,kH6Wlkixe8cL072SuusgaA-0.jpg,412220605000005.0,1,5.0
265,265,kH6Wlkixe8cL072SuusgaA-90.jpg,412220605000005.0,1,5.0
266,266,kH6Wlkixe8cL072SuusgaA-180.jpg,412220605000005.0,1,5.0
267,267,kH6Wlkixe8cL072SuusgaA-270.jpg,412220605000005.0,1,5.0
268,268,VH8HXC-vVU_iQ85xNuHXzA-0.jpg,412220605000014.0,1,4.0
269,269,VH8HXC-vVU_iQ85xNuHXzA-90.jpg,412220605000014.0,1,4.0
270,270,VH8HXC-vVU_iQ85xNuHXzA-180.jpg,412220605000014.0,1,4.0
271,271,VH8HXC-vVU_iQ85xNuHXzA-270.jpg,412220605000014.0,1,4.0
272,272,mrz97J5M0EeXhp9-mfIAdw-0.jpg,412220605000020.0,1,3.0
273,273,mrz97J5M0EeXhp9-mfIAdw-90.jpg,412220605000020.0,1,3.0
274,274,mrz97J5M0EeXhp9-mfIAdw-180.jpg,412220605000020.0,1,3.0
275,275,mrz97J5M0EeXhp9-mfIAdw-270.jpg,412220605000020.0,1,3.0
276,276,GE8Fy9HLwrtV_jK7xIfQdg-0.jpg,412220605000049.0,1,3.0
277,277,GE8Fy9HLwrtV_jK7xIfQdg-90.jpg,412220605000049.0,1,3.0
278,278,GE8Fy9HLwrtV_jK7xIfQdg-180.jpg,412220605000049.0,1,3.0
279,279,GE8Fy9HLwrtV_jK7xIfQdg-270.jpg,412220605000049.0,1,3.0
280,280,RqzelTw6GeTKujvAFRjJDw-0.jpg,412220605000021.0,1,3.0
281,281,RqzelTw6GeTKujvAFRjJDw-90.jpg,412220605000021.0,1,3.0
282,282,RqzelTw6GeTKujvAFRjJDw-180.jpg,412220605000021.0,1,3.0
283,283,RqzelTw6GeTKujvAFRjJDw-270.jpg,412220605000021.0,1,3.0
284,284,j91cesD4LfZvKR6gToNd9Q-0.jpg,412220605000052.0,1,2.0
285,285,j91cesD4LfZvKR6gToNd9Q-90.jpg,412220605000052.0,1,2.0
286,286,j91cesD4LfZvKR6gToNd9Q-180.jpg,412220605000052.0,1,2.0
287,287,j91cesD4LfZvKR6gToNd9Q-270.jpg,412220605000052.0,1,2.0
289,289,qBhs7t8jcmoZpUShfqMz7Q-0.jpg,350270505000003.0,1,5.0
290,290,qBhs7t8jcmoZpUShfqMz7Q-90.jpg,350270505000003.0,1,5.0
291,291,qBhs7t8jcmoZpUShfqMz7Q-180.jpg,350270505000003.0,1,5.0
292,292,qBhs7t8jcmoZpUShfqMz7Q-270.jpg,350270505000003.0,1,5.0
293,293,NU28LU25Q3eufzdrW5r9nQ-0.jpg,350925405000002.0,1,5.0
294,294,NU28LU25Q3eufzdrW5r9nQ-90.jpg,350925405000002.0,1,5.0
295,295,NU28LU25Q3eufzdrW5r9nQ-180.jpg,350925405000002.0,1,5.0
296,296,NU28LU25Q3eufzdrW5r9nQ-270.jpg,350925405000002.0,1,5.0
297,297,0xs-XUmoC_mC5NXxF116pA-0.jpg,350925405000013.0,1,1.0
298,298,0xs-XUmoC_mC5NXxF116pA-90.jpg,350925405000013.0,1,1.0
299,299,0xs-XUmoC_mC5NXxF116pA-180.jpg,350925405000013.0,1,1.0
300,300,0xs-XUmoC_mC5NXxF116pA-270.jpg,350925405000013.0,1,1.0
301,301,e4p_rTqaAJ0pZsPZljejtA-0.jpg,350990805000006.0,1,5.0
