,loss,accuracy,mean_absolute_error,Pearson,KendallTau
134,"0,436","0,8302","0,1644","0,3464","0,4274"
135,"0,4339","0,8302","0,1637","0,3457","0,4275"
136,"0,4315","0,8305","0,1629","0,3451","0,4275"
137,"0,4295","0,8311","0,1622","0,3446","0,4276"
138,"0,4272","0,831","0,1615","0,3442","0,4276"
139,"0,4249","0,8311","0,1607","0,3438","0,4276"
140,"0,423","0,8312","0,1601","0,3434","0,4275"
141,"0,4207","0,8316","0,1593","0,3427","0,4277"
142,"0,4193","0,8317","0,1587","0,3426","0,4276"
143,"0,4167","0,8316","0,158","0,342","0,4276"
144,"0,4146","0,8318","0,1573","0,3416","0,4277"
145,"0,4127","0,8316","0,1567","0,341","0,4276"
146,"0,4107","0,8319","0,156","0,3406","0,4277"
147,"0,4089","0,832","0,1554","0,3403","0,4276"
148,"0,4069","0,832","0,1548","0,3401","0,4276"
149,"0,4049","0,8323","0,1541","0,3394","0,4277"
150,"0,403","0,8321","0,1535","0,3391","0,4276"
151,"0,4009","0,8326","0,1527","0,3385","0,4278"
152,"0,3993","0,8321","0,1522","0,3382","0,4278"
153,"0,3975","0,832","0,1516","0,338","0,4277"
154,"0,396","0,8322","0,1512","0,3377","0,4275"
155,"0,394","0,8327","0,1505","0,3372","0,4277"
156,"0,3924","0,8321","0,1501","0,3371","0,4276"
157,"0,3907","0,8322","0,1495","0,3366","0,4276"
158,"0,3889","0,8327","0,1489","0,3361","0,4277"
159,"0,3872","0,8327","0,1484","0,3359","0,4275"
160,"0,3855","0,8333","0,1478","0,3355","0,4277"
161,"0,3839","0,8332","0,1472","0,3351","0,4277"
162,"0,3824","0,8331","0,1469","0,3351","0,4274"
163,"0,3807","0,8336","0,1462","0,3348","0,4276"
164,"0,379","0,834","0,1457","0,3341","0,4277"
165,"0,3775","0,8338","0,1452","0,334","0,4276"
166,"0,3762","0,8335","0,1448","0,3339","0,4274"
167,"0,3746","0,8334","0,1443","0,3336","0,4274"
168,"0,3731","0,8337","0,1438","0,3329","0,4275"
169,"0,3713","0,8342","0,1432","0,3325","0,4276"
170,"0,3701","0,8339","0,1429","0,3326","0,4274"
171,"0,3686","0,8343","0,1424","0,3322","0,4274"
172,"0,3671","0,8342","0,1419","0,3319","0,4275"
173,"0,3657","0,8345","0,1414","0,3317","0,4275"
174,"0,3641","0,8343","0,141","0,3313","0,4273"
175,"0,3628","0,8345","0,1405","0,3311","0,4274"
176,"0,3614","0,8342","0,1401","0,3307","0,4273"
177,"0,3603","0,834","0,1398","0,331","0,4271"
178,"0,3585","0,8341","0,1392","0,3301","0,4274"
179,"0,3572","0,8344","0,1387","0,33","0,4273"
180,"0,356","0,8345","0,1384","0,3299","0,4273"
181,"0,3543","0,8347","0,1378","0,3296","0,4273"
182,"0,3531","0,8347","0,1375","0,3292","0,4273"
183,"0,3522","0,8343","0,1373","0,3295","0,427"
184,"0,3511","0,8347","0,137","0,329","0,4269"
185,"0,3496","0,8349","0,1364","0,3286","0,4272"
186,"0,3484","0,8347","0,1361","0,3287","0,427"
187,"0,3473","0,8347","0,1358","0,3286","0,4268"
188,"0,3462","0,8347","0,1355","0,3285","0,4266"
189,"0,3451","0,8345","0,1351","0,3282","0,4267"
190,"0,344","0,8345","0,1348","0,3281","0,4266"
191,"0,3426","0,8348","0,1344","0,3277","0,4267"
192,"0,3418","0,8346","0,1341","0,3277","0,4265"
193,"0,3405","0,8347","0,1337","0,3274","0,4266"
194,"0,3394","0,8347","0,1334","0,3274","0,4264"
195,"0,3382","0,835","0,1329","0,3268","0,4266"
196,"0,3372","0,8343","0,1327","0,3269","0,4265"
197,"0,336","0,8347","0,1323","0,3269","0,4264"
198,"0,3354","0,8347","0,1322","0,3265","0,4262"
199,"0,334","0,8348","0,1317","0,3266","0,4263"
200,"0,3333","0,8343","0,1315","0,3265","0,4261"
201,"0,3322","0,8345","0,1312","0,326","0,4262"
202,"0,3314","0,8346","0,131","0,3261","0,426"
203,"0,3302","0,8352","0,1306","0,3256","0,4261"
204,"0,3292","0,8352","0,1302","0,3256","0,4261"
205,"0,3283","0,835","0,13","0,3257","0,4259"
206,"0,3275","0,835","0,1298","0,3255","0,4259"
207,"0,3266","0,835","0,1295","0,3253","0,4258"
208,"0,3258","0,8353","0,1293","0,325","0,4258"
209,"0,3249","0,835","0,1291","0,3251","0,4257"
210,"0,3237","0,835","0,1287","0,325","0,4257"
211,"0,323","0,8349","0,1285","0,3249","0,4256"
212,"0,322","0,8351","0,1281","0,3245","0,4257"
213,"0,3215","0,8352","0,128","0,3247","0,4255"
214,"0,3204","0,8354","0,1278","0,3245","0,4254"
215,"0,3196","0,8354","0,1275","0,3244","0,4255"
216,"0,3189","0,8351","0,1273","0,3242","0,4253"
217,"0,3182","0,8355","0,1271","0,3241","0,4254"
218,"0,3175","0,8352","0,1269","0,3241","0,4252"
219,"0,3168","0,835","0,1267","0,3243","0,4251"
220,"0,3158","0,8356","0,1263","0,3238","0,4253"
221,"0,3153","0,8349","0,1263","0,3239","0,4251"
222,"0,3141","0,8356","0,1258","0,3235","0,4253"
223,"0,3135","0,8351","0,1257","0,3235","0,4252"
224,"0,3131","0,8347","0,1256","0,3237","0,4251"
225,"0,3127","0,8348","0,1255","0,3237","0,4249"
226,"0,312","0,8348","0,1253","0,3235","0,425"
227,"0,3115","0,8347","0,1252","0,3237","0,4249"
228,"0,3109","0,8348","0,125","0,3234","0,425"
229,"0,3102","0,8353","0,1248","0,3232","0,4249"
230,"0,3096","0,8343","0,1247","0,3234","0,4247"
231,"0,3085","0,8351","0,1243","0,3231","0,4248"
232,"0,3079","0,8348","0,1242","0,323","0,4247"
233,"0,3076","0,8346","0,1242","0,3233","0,4245"
234,"0,3068","0,8346","0,1239","0,3232","0,4246"
235,"0,306","0,8349","0,1236","0,3227","0,4247"
236,"0,3057","0,8349","0,1236","0,323","0,4247"
237,"0,3055","0,8346","0,1236","0,3231","0,4244"
238,"0,305","0,8347","0,1234","0,323","0,4244"
239,"0,3044","0,8349","0,1233","0,3227","0,4245"
240,"0,3036","0,8353","0,123","0,3226","0,4246"
241,"0,3036","0,8349","0,1231","0,3231","0,4243"
242,"0,3029","0,835","0,1229","0,3228","0,4243"
243,"0,3021","0,8348","0,1226","0,3227","0,4244"
244,"0,3016","0,8347","0,1225","0,3227","0,4244"
245,"0,3012","0,8351","0,1224","0,3226","0,4242"
246,"0,3003","0,8349","0,1221","0,3224","0,4243"
247,"0,2997","0,8347","0,1219","0,3222","0,4242"
248,"0,2994","0,8345","0,1219","0,3227","0,4239"
249,"0,2984","0,8348","0,1215","0,3219","0,4242"
250,"0,2977","0,8342","0,1213","0,322","0,4241"
251,"0,2974","0,834","0,1212","0,3221","0,424"
252,"0,2964","0,8341","0,1209","0,3219","0,4241"
253,"0,2959","0,834","0,1208","0,3217","0,4242"
254,"0,296","0,8336","0,1209","0,3221","0,4238"
255,"0,2957","0,8338","0,1209","0,3218","0,4237"
256,"0,2948","0,8342","0,1205","0,3215","0,424"
257,"0,2944","0,8343","0,1204","0,3217","0,4238"
258,"0,2941","0,8339","0,1204","0,3218","0,4237"
259,"0,2939","0,8334","0,1204","0,3219","0,4235"
260,"0,2933","0,8333","0,1202","0,3216","0,4237"
261,"0,293","0,8334","0,1201","0,3216","0,4236"
262,"0,2923","0,833","0,1198","0,3213","0,4237"
263,"0,2922","0,8332","0,1198","0,3216","0,4236"
264,"0,2914","0,8336","0,1196","0,3213","0,4237"
265,"0,2911","0,8334","0,1195","0,3215","0,4236"
266,"0,2906","0,8336","0,1193","0,321","0,4237"
267,"0,2902","0,8335","0,1192","0,3213","0,4236"
268,"0,2898","0,8335","0,1191","0,3214","0,4236"
269,"0,29","0,8337","0,1193","0,3212","0,4234"
270,"0,2891","0,8337","0,119","0,3214","0,4235"
271,"0,289","0,8333","0,119","0,3214","0,4234"
272,"0,2885","0,8333","0,1188","0,321","0,4235"
273,"0,2884","0,8333","0,1189","0,3212","0,4233"
274,"0,2878","0,8337","0,1186","0,3209","0,4235"
275,"0,2874","0,8333","0,1185","0,321","0,4235"
276,"0,2872","0,8328","0,1185","0,3213","0,4233"
277,"0,287","0,8327","0,1184","0,3211","0,4234"
278,"0,2866","0,8328","0,1184","0,3211","0,4233"
279,"0,2864","0,8331","0,1183","0,3209","0,4234"
280,"0,2861","0,8332","0,1183","0,3211","0,4234"
281,"0,2858","0,8334","0,1181","0,3213","0,4235"
282,"0,2858","0,8331","0,1182","0,3213","0,4235"
283,"0,2855","0,8334","0,1181","0,3212","0,4237"
284,"0,2858","0,8333","0,1183","0,3216","0,4236"
285,"0,2856","0,8336","0,1183","0,3216","0,4238"
286,"0,2855","0,8335","0,1183","0,3218","0,4241"
287,"0,2856","0,8331","0,1184","0,3218","0,4241"
288,"0,2852","0,8327","0,1183","0,3219","0,424"
289,"0,2845","0,8326","0,118","0,3218","0,4237"
290,"0,2836","0,8327","0,1176","0,3216","0,4235"
291,"0,2825","0,833","0,1172","0,3209","0,4235"
292,"0,2821","0,8326","0,1172","0,3208","0,4233"
293,"0,2813","0,8333","0,1168","0,3206","0,4235"
294,"0,2808","0,8329","0,1167","0,3204","0,4234"
295,"0,2807","0,8328","0,1167","0,3207","0,4233"
296,"0,2807","0,8324","0,1168","0,3208","0,4231"
297,"0,2802","0,8328","0,1166","0,3205","0,4233"
298,"0,2801","0,8325","0,1166","0,3206","0,4231"
299,"0,2798","0,8325","0,1165","0,3205","0,4232"
300,"0,2797","0,8327","0,1165","0,3203","0,4231"
301,"0,2796","0,8322","0,1165","0,3206","0,423"
302,"0,279","0,8332","0,1162","0,3204","0,4232"
303,"0,279","0,8326","0,1162","0,3204","0,4231"
304,"0,2789","0,8325","0,1163","0,3207","0,4229"
305,"0,2784","0,8329","0,1161","0,3206","0,4231"
306,"0,2779","0,8329","0,116","0,3202","0,4231"
307,"0,2777","0,8331","0,1159","0,3204","0,4231"
308,"0,278","0,8325","0,1161","0,3206","0,4229"
309,"0,2776","0,8326","0,116","0,3206","0,4229"
310,"0,2773","0,8325","0,1159","0,3202","0,423"
311,"0,2768","0,8329","0,1157","0,3202","0,4231"
312,"0,2771","0,8319","0,1159","0,3206","0,4229"
313,"0,2767","0,8325","0,1157","0,3203","0,423"
314,"0,2762","0,8323","0,1155","0,3203","0,423"
315,"0,2761","0,8323","0,1155","0,3204","0,423"
316,"0,2761","0,8325","0,1156","0,3203","0,4228"
317,"0,2756","0,8327","0,1154","0,3202","0,423"
318,"0,2756","0,8325","0,1154","0,3201","0,4229"
319,"0,2757","0,8322","0,1155","0,3207","0,4227"
320,"0,2751","0,8327","0,1152","0,32","0,4231"
321,"0,2748","0,833","0,1151","0,3201","0,423"
322,"0,2748","0,8327","0,1152","0,3202","0,423"
323,"0,2741","0,8332","0,1149","0,3201","0,4231"
324,"0,2739","0,8332","0,1149","0,3199","0,4232"
325,"0,2744","0,8326","0,1151","0,3205","0,4229"
326,"0,2743","0,8323","0,1152","0,3201","0,4228"
327,"0,2738","0,8326","0,1149","0,32","0,4231"
328,"0,2736","0,8329","0,1149","0,3203","0,423"
329,"0,2736","0,8327","0,1149","0,3204","0,4229"
330,"0,2736","0,8324","0,115","0,3205","0,4227"
331,"0,2733","0,8326","0,1148","0,3202","0,4229"
332,"0,2732","0,8328","0,1148","0,3203","0,4228"
333,"0,2727","0,8323","0,1147","0,3201","0,4229"
334,"0,2728","0,8328","0,1147","0,3202","0,4228"
335,"0,2724","0,8328","0,1146","0,32","0,423"
336,"0,2723","0,8326","0,1146","0,3202","0,4229"
337,"0,272","0,8327","0,1145","0,3198","0,423"
338,"0,2718","0,8326","0,1144","0,3201","0,4231"
339,"0,2715","0,8325","0,1143","0,3202","0,423"
340,"0,2721","0,8325","0,1146","0,3202","0,4228"
341,"0,2713","0,8327","0,1143","0,3202","0,423"
342,"0,2713","0,8326","0,1143","0,3203","0,4229"
343,"0,2711","0,8324","0,1143","0,32","0,423"
344,"0,2713","0,8322","0,1144","0,3203","0,4228"
345,"0,2709","0,8326","0,1142","0,32","0,4231"
346,"0,2707","0,8326","0,1142","0,3203","0,4231"
347,"0,2708","0,8325","0,1143","0,3208","0,423"
348,"0,2711","0,8329","0,1145","0,3209","0,4231"
349,"0,2713","0,8328","0,1147","0,3215","0,4231"
350,"0,2714","0,8324","0,1147","0,3215","0,4233"
351,"0,2714","0,8327","0,1147","0,3217","0,4233"
352,"0,2711","0,8325","0,1146","0,3221","0,4234"
353,"0,2709","0,8327","0,1145","0,3218","0,4233"
354,"0,27","0,8329","0,1141","0,3209","0,4233"
355,"0,2699","0,8326","0,114","0,3207","0,423"
356,"0,2694","0,8325","0,1139","0,3204","0,423"
357,"0,269","0,8328","0,1137","0,3203","0,4231"
358,"0,2689","0,8326","0,1137","0,32","0,4231"
359,"0,2688","0,8321","0,1137","0,32","0,4231"
360,"0,2689","0,8322","0,1137","0,3201","0,423"
361,"0,2687","0,8323","0,1137","0,3203","0,423"
362,"0,2683","0,8324","0,1135","0,32","0,4232"
363,"0,2685","0,8319","0,1136","0,3201","0,423"
364,"0,2679","0,8325","0,1134","0,3199","0,4232"
365,"0,2678","0,8321","0,1134","0,3199","0,4232"
366,"0,2679","0,8322","0,1134","0,3202","0,4232"
367,"0,2681","0,8319","0,1135","0,3203","0,423"
368,"0,2676","0,8323","0,1134","0,3201","0,4232"
369,"0,2678","0,8323","0,1135","0,3203","0,4231"
370,"0,2676","0,8323","0,1134","0,3201","0,4231"
371,"0,2676","0,8322","0,1134","0,32","0,4231"
372,"0,2678","0,8317","0,1135","0,3203","0,423"
373,"0,2672","0,8325","0,1133","0,3201","0,4232"
374,"0,2673","0,8322","0,1133","0,3201","0,4232"
375,"0,2674","0,8323","0,1134","0,3205","0,423"
376,"0,267","0,8323","0,1133","0,3204","0,4232"
377,"0,2667","0,8325","0,1132","0,3201","0,4233"
378,"0,2666","0,8329","0,1131","0,3204","0,4233"
379,"0,2672","0,8326","0,1134","0,3207","0,4232"
380,"0,2667","0,8328","0,1133","0,3208","0,4233"
381,"0,2665","0,8329","0,1132","0,3203","0,4234"
382,"0,2659","0,8333","0,113","0,3202","0,4235"
383,"0,2664","0,8326","0,1132","0,3206","0,4232"
384,"0,266","0,833","0,1131","0,3202","0,4233"
385,"0,2658","0,8327","0,1129","0,3202","0,4234"
386,"0,2658","0,8326","0,113","0,3203","0,4234"
387,"0,266","0,8329","0,1131","0,3203","0,4233"
388,"0,2656","0,8329","0,1129","0,3202","0,4235"
389,"0,2656","0,833","0,113","0,3202","0,4234"
390,"0,2659","0,8323","0,1131","0,3207","0,4232"
391,"0,2653","0,8329","0,1129","0,32","0,4236"
392,"0,2651","0,833","0,1128","0,3202","0,4235"
393,"0,2652","0,8329","0,1128","0,3203","0,4235"
394,"0,2647","0,8331","0,1126","0,3202","0,4236"
395,"0,2645","0,8334","0,1126","0,32","0,4238"
396,"0,2651","0,8328","0,1128","0,3205","0,4234"
397,"0,2651","0,8327","0,1129","0,3203","0,4234"
398,"0,2647","0,8328","0,1127","0,32","0,4237"
399,"0,2647","0,8328","0,1127","0,3207","0,4237"
400,"0,2649","0,8326","0,1128","0,3207","0,4236"
401,"0,265","0,8326","0,1129","0,3207","0,4234"
402,"0,2646","0,833","0,1127","0,3204","0,4236"
403,"0,2647","0,8327","0,1128","0,3205","0,4235"
404,"0,2644","0,8327","0,1127","0,3204","0,4237"
405,"0,2645","0,8329","0,1127","0,3205","0,4236"
406,"0,2641","0,833","0,1126","0,3205","0,4238"
407,"0,2642","0,8329","0,1127","0,3208","0,4238"
408,"0,2642","0,8331","0,1127","0,3208","0,424"
409,"0,2639","0,8329","0,1126","0,3207","0,424"
410,"0,2637","0,8332","0,1125","0,3208","0,4239"
411,"0,2642","0,833","0,1127","0,3206","0,4237"
412,"0,2636","0,8333","0,1125","0,3208","0,4239"
413,"0,2637","0,8328","0,1126","0,3208","0,4238"
414,"0,2637","0,8331","0,1126","0,3206","0,4239"
415,"0,2639","0,8328","0,1127","0,3208","0,4238"
416,"0,2635","0,8331","0,1125","0,3206","0,424"
417,"0,2637","0,833","0,1127","0,3217","0,4242"
418,"0,2635","0,833","0,1126","0,3216","0,4241"
419,"0,2634","0,8329","0,1126","0,3214","0,4241"
420,"0,2633","0,8331","0,1125","0,321","0,4241"
421,"0,2631","0,833","0,1125","0,3208","0,4242"
422,"0,263","0,8331","0,1124","0,3209","0,4242"
423,"0,2628","0,8328","0,1123","0,321","0,4243"
424,"0,263","0,8328","0,1124","0,321","0,4242"
425,"0,2627","0,8332","0,1123","0,3208","0,4244"
426,"0,2632","0,8331","0,1125","0,3215","0,4243"
427,"0,2629","0,8328","0,1125","0,3217","0,4243"
428,"0,2625","0,8331","0,1123","0,3213","0,4244"
429,"0,2626","0,8334","0,1124","0,321","0,4244"
430,"0,2625","0,8328","0,1123","0,321","0,4244"
431,"0,2627","0,8328","0,1124","0,3211","0,4243"
432,"0,2626","0,833","0,1124","0,3213","0,4243"
433,"0,2623","0,8332","0,1122","0,321","0,4245"
434,"0,2626","0,8326","0,1124","0,3212","0,4244"
435,"0,2621","0,8331","0,1122","0,321","0,4247"
436,"0,262","0,8329","0,1121","0,321","0,4248"
437,"0,2614","0,8349","0,1121","0,3223","0,4266"
438,"0,2609","0,8355","0,1119","0,3216","0,4269"
439,"0,2601","0,8356","0,1116","0,3207","0,4266"
440,"0,26","0,8361","0,1116","0,321","0,4269"
441,"0,2597","0,8359","0,1114","0,3205","0,427"
442,"0,2597","0,8358","0,1114","0,3203","0,4269"
443,"0,2596","0,8354","0,1114","0,3203","0,4267"
444,"0,259","0,8358","0,1111","0,3199","0,4268"
445,"0,259","0,8352","0,1111","0,3198","0,4268"
446,"0,2591","0,835","0,1112","0,3202","0,4267"
447,"0,2587","0,8347","0,111","0,32","0,4267"
448,"0,2585","0,8347","0,1109","0,3196","0,4266"
449,"0,2583","0,8347","0,1109","0,3197","0,4266"
450,"0,259","0,834","0,1112","0,3201","0,4263"
451,"0,2586","0,8343","0,111","0,3201","0,4264"
452,"0,2585","0,8344","0,111","0,3196","0,4265"
453,"0,2581","0,8347","0,1108","0,3196","0,4267"
454,"0,2585","0,834","0,111","0,3201","0,4264"
455,"0,2583","0,8343","0,1109","0,3198","0,4265"
456,"0,2582","0,8338","0,1109","0,3199","0,4266"
457,"0,2582","0,834","0,1109","0,3202","0,4266"
458,"0,2584","0,834","0,1111","0,3203","0,4265"
459,"0,258","0,8341","0,1109","0,32","0,4267"
460,"0,258","0,8342","0,1109","0,32","0,4266"
461,"0,2583","0,8337","0,111","0,3205","0,4265"
462,"0,2577","0,8343","0,1108","0,3198","0,4268"
463,"0,2576","0,8342","0,1108","0,3201","0,4267"
464,"0,2577","0,8344","0,1108","0,3201","0,4268"
465,"0,2574","0,8343","0,1107","0,3202","0,4268"
466,"0,257","0,8347","0,1106","0,3199","0,427"
467,"0,2577","0,8342","0,1108","0,3204","0,4267"
468,"0,2578","0,834","0,1109","0,3201","0,4266"
469,"0,2575","0,8341","0,1108","0,32","0,4269"
470,"0,2574","0,8342","0,1107","0,3202","0,4269"
471,"0,2576","0,8341","0,1108","0,3204","0,4268"
472,"0,2578","0,834","0,111","0,3205","0,4266"
473,"0,2575","0,8343","0,1108","0,3203","0,4268"
474,"0,2577","0,834","0,1109","0,3204","0,4268"
475,"0,2574","0,834","0,1108","0,3203","0,4269"
476,"0,2575","0,8343","0,1108","0,3204","0,427"
477,"0,2573","0,8343","0,1108","0,3204","0,4272"
478,"0,2572","0,8343","0,1108","0,3206","0,427"
479,"0,257","0,8344","0,1107","0,3203","0,4272"
480,"0,2569","0,8342","0,1107","0,3205","0,4272"
481,"0,2569","0,8344","0,1107","0,3209","0,4272"
482,"0,2575","0,8344","0,111","0,3211","0,4272"
483,"0,2568","0,8346","0,1108","0,3216","0,4273"
484,"0,257","0,8341","0,1108","0,3211","0,4272"
485,"0,257","0,8341","0,1108","0,3209","0,4273"
486,"0,2571","0,8343","0,1109","0,321","0,4272"
487,"0,2567","0,8344","0,1107","0,3206","0,4274"
488,"0,2565","0,8342","0,1106","0,3207","0,4275"
