,loss,accuracy,mean_absolute_error,Pearson,KendallTau
979,"0,0837","0,9406","0,0343","0,1677","0,5326"
980,"0,0833","0,9409","0,0339","0,1657","0,5326"
981,"0,0831","0,9408","0,0337","0,1659","0,5327"
982,"0,0833","0,9406","0,0336","0,1653","0,5325"
983,"0,0829","0,9406","0,0334","0,1644","0,5326"
984,"0,0833","0,9403","0,0335","0,1643","0,5324"
985,"0,0832","0,9402","0,0334","0,1639","0,5323"
986,"0,0833","0,9402","0,0334","0,1641","0,5324"
987,"0,0833","0,9404","0,0334","0,1637","0,5323"
988,"0,083","0,9405","0,0332","0,1632","0,5324"
989,"0,0832","0,9402","0,0333","0,1634","0,5323"
990,"0,0833","0,9402","0,0333","0,1634","0,5322"
991,"0,0833","0,9399","0,0333","0,164","0,5323"
992,"0,0832","0,9401","0,0333","0,1635","0,5322"
993,"0,0831","0,9402","0,0332","0,163","0,5323"
994,"0,0826","0,9403","0,0331","0,1623","0,5325"
995,"0,0832","0,9399","0,0332","0,1623","0,5323"
996,"0,0833","0,9401","0,0334","0,1639","0,5322"
997,"0,0827","0,9405","0,033","0,1621","0,5325"
998,"0,083","0,9404","0,0331","0,1628","0,5323"
999,"0,0831","0,9402","0,0331","0,1627","0,5323"
