,loss,accuracy,mean_absolute_error,Pearson,KendallTau
978,"0,1036","0,9312","0,0469","0,2033","0,5099"
979,"0,1037","0,9313","0,047","0,2031","0,5099"
980,"0,1038","0,9313","0,047","0,2032","0,5098"
981,"0,1036","0,9313","0,0468","0,2029","0,51"
982,"0,1039","0,9312","0,047","0,2031","0,5099"
983,"0,1041","0,9309","0,0471","0,2035","0,5098"
984,"0,104","0,9311","0,047","0,2033","0,5098"
985,"0,1041","0,931","0,0471","0,2034","0,5098"
986,"0,104","0,931","0,047","0,2033","0,5098"
987,"0,1043","0,9309","0,0472","0,2038","0,5097"
988,"0,1039","0,9312","0,047","0,203","0,5099"
989,"0,1043","0,9309","0,0471","0,2038","0,5097"
990,"0,1041","0,9311","0,047","0,2034","0,5099"
991,"0,104","0,9308","0,047","0,2036","0,5099"
992,"0,1042","0,9308","0,0471","0,2037","0,5097"
993,"0,1041","0,9309","0,0471","0,2034","0,5099"
994,"0,1038","0,931","0,047","0,2029","0,5101"
995,"0,1041","0,9309","0,0471","0,2037","0,5099"
996,"0,104","0,9309","0,047","0,2036","0,5099"
997,"0,1035","0,9313","0,0468","0,2026","0,5102"
998,"0,1039","0,9307","0,0471","0,2036","0,5101"
999,"0,1043","0,931","0,0507","0,2261","0,5108"
