,loss,accuracy,mean_absolute_error,Pearson,KendallTau
172,"0,366","0,8239","0,1434","0,3392","0,4228"
173,"0,3649","0,8237","0,1431","0,339","0,4227"
174,"0,3634","0,8243","0,1426","0,3387","0,4228"
175,"0,3619","0,8248","0,1421","0,3382","0,4229"
176,"0,3609","0,8249","0,1418","0,3381","0,4228"
177,"0,3596","0,8254","0,1413","0,3379","0,4229"
178,"0,3582","0,8255","0,1409","0,3374","0,423"
179,"0,3571","0,8255","0,1406","0,3375","0,4228"
180,"0,3559","0,8253","0,1402","0,3373","0,4228"
181,"0,3545","0,8256","0,1397","0,337","0,4229"
182,"0,3532","0,8263","0,1393","0,3365","0,4231"
183,"0,3523","0,8259","0,1391","0,3366","0,4228"
184,"0,3512","0,8262","0,1388","0,3362","0,4228"
185,"0,35","0,8262","0,1383","0,3357","0,4231"
186,"0,3487","0,8263","0,1378","0,3356","0,423"
187,"0,3477","0,8265","0,1376","0,3355","0,4229"
188,"0,3468","0,8263","0,1374","0,3354","0,4228"
189,"0,3455","0,827","0,1369","0,335","0,423"
190,"0,3446","0,8265","0,1367","0,3349","0,4227"
191,"0,3431","0,8266","0,1362","0,3345","0,423"
192,"0,3424","0,8271","0,136","0,3345","0,4229"
193,"0,3412","0,8274","0,1355","0,3339","0,4231"
194,"0,3403","0,8275","0,1353","0,3342","0,4228"
195,"0,3391","0,8276","0,1349","0,3337","0,4229"
196,"0,3379","0,8276","0,1344","0,3333","0,4231"
197,"0,3368","0,8278","0,1341","0,3332","0,4231"
198,"0,336","0,8281","0,1339","0,3328","0,4231"
199,"0,335","0,8285","0,1335","0,3327","0,4231"
200,"0,3343","0,8281","0,1334","0,3328","0,4229"
201,"0,3332","0,8279","0,133","0,3322","0,4231"
202,"0,3324","0,828","0,1329","0,3324","0,4228"
203,"0,3314","0,8284","0,1325","0,3321","0,4229"
204,"0,3303","0,8286","0,1321","0,3318","0,423"
205,"0,3295","0,8284","0,1319","0,3318","0,4229"
206,"0,3288","0,8287","0,1318","0,3317","0,4228"
207,"0,3277","0,8288","0,1313","0,3312","0,423"
208,"0,3268","0,8285","0,131","0,3311","0,423"
209,"0,3261","0,8289","0,1308","0,3311","0,423"
210,"0,3253","0,8285","0,1306","0,331","0,423"
211,"0,3244","0,8287","0,1303","0,3308","0,423"
212,"0,3234","0,8293","0,13","0,3304","0,4231"
213,"0,3228","0,8292","0,1298","0,33","0,4233"
214,"0,3218","0,8288","0,1295","0,3304","0,423"
215,"0,3211","0,8294","0,1292","0,3302","0,4231"
216,"0,3201","0,8298","0,1289","0,3296","0,4233"
217,"0,3195","0,8296","0,1287","0,3295","0,4232"
218,"0,3189","0,8296","0,1286","0,3295","0,4231"
219,"0,318","0,8301","0,1283","0,3294","0,4232"
220,"0,3167","0,8308","0,1277","0,3287","0,4235"
221,"0,3163","0,8311","0,1277","0,3287","0,4234"
222,"0,3155","0,8309","0,1275","0,3287","0,4234"
223,"0,3146","0,8309","0,1272","0,3284","0,4235"
224,"0,3141","0,8309","0,1271","0,3286","0,4233"
225,"0,3134","0,8308","0,1269","0,3284","0,4234"
226,"0,3126","0,8317","0,1266","0,3281","0,4236"
227,"0,3124","0,831","0,1266","0,3286","0,4233"
228,"0,3115","0,8314","0,1263","0,3279","0,4234"
229,"0,3107","0,8312","0,1261","0,3278","0,4234"
230,"0,3102","0,831","0,126","0,328","0,4233"
231,"0,3093","0,8313","0,1256","0,3276","0,4235"
232,"0,3087","0,8311","0,1255","0,3274","0,4233"
233,"0,3082","0,8314","0,1254","0,3275","0,4232"
234,"0,3074","0,8312","0,1251","0,3275","0,4233"
235,"0,3064","0,8313","0,1247","0,3268","0,4235"
236,"0,3061","0,8313","0,1246","0,3269","0,4235"
237,"0,3058","0,8314","0,1246","0,3272","0,4233"
238,"0,3053","0,8314","0,1244","0,3271","0,4234"
239,"0,3046","0,8317","0,1242","0,3267","0,4235"
240,"0,3038","0,8315","0,124","0,3266","0,4235"
241,"0,3036","0,8314","0,1239","0,3267","0,4235"
242,"0,3028","0,8318","0,1236","0,3262","0,4237"
243,"0,3021","0,8319","0,1235","0,3263","0,4236"
244,"0,302","0,8318","0,1234","0,3262","0,4236"
245,"0,3013","0,8323","0,1232","0,3261","0,4237"
246,"0,3005","0,8321","0,1229","0,3258","0,4239"
247,"0,3003","0,8318","0,1229","0,3258","0,4238"
248,"0,2996","0,8319","0,1227","0,3259","0,4238"
249,"0,2991","0,832","0,1226","0,3255","0,4239"
250,"0,2989","0,8317","0,1225","0,3259","0,4237"
251,"0,2983","0,8317","0,1223","0,3258","0,4238"
252,"0,2975","0,8324","0,1221","0,3256","0,424"
253,"0,297","0,833","0,1219","0,3252","0,4243"
254,"0,297","0,8321","0,1219","0,3255","0,424"
255,"0,2967","0,8323","0,1219","0,3252","0,4241"
256,"0,296","0,8326","0,1216","0,3247","0,4246"
257,"0,2956","0,8326","0,1214","0,3248","0,4247"
258,"0,2954","0,8332","0,1214","0,325","0,4247"
259,"0,2952","0,8331","0,1215","0,325","0,4248"
260,"0,2947","0,8332","0,1212","0,3248","0,4251"
261,"0,2945","0,8339","0,1212","0,3249","0,425"
262,"0,2936","0,8338","0,1209","0,3247","0,4252"
263,"0,2935","0,8345","0,1209","0,3249","0,4251"
264,"0,293","0,8345","0,1207","0,3245","0,4253"
265,"0,2926","0,8345","0,1206","0,3248","0,4253"
266,"0,2919","0,835","0,1203","0,3242","0,4256"
267,"0,2907","0,835","0,1197","0,3235","0,4259"
268,"0,2897","0,8356","0,1193","0,3232","0,426"
269,"0,289","0,8356","0,1191","0,3226","0,426"
270,"0,2879","0,8357","0,1186","0,3222","0,4262"
271,"0,2873","0,8357","0,1185","0,322","0,4262"
272,"0,2865","0,836","0,1182","0,3215","0,4263"
273,"0,2863","0,8361","0,1182","0,3217","0,4261"
274,"0,2856","0,8364","0,118","0,3215","0,4261"
275,"0,2851","0,8363","0,1178","0,3213","0,4262"
276,"0,2846","0,8366","0,1176","0,3213","0,4262"
277,"0,2845","0,8364","0,1176","0,3212","0,4261"
278,"0,2837","0,8367","0,1173","0,3207","0,4263"
279,"0,2831","0,8364","0,1171","0,3207","0,4263"
280,"0,2828","0,8366","0,117","0,3207","0,4264"
281,"0,2825","0,8364","0,117","0,3209","0,4263"
282,"0,2822","0,8362","0,1169","0,3208","0,4262"
283,"0,2817","0,8367","0,1167","0,3206","0,4263"
284,"0,2811","0,8369","0,1166","0,3202","0,4266"
285,"0,281","0,836","0,1165","0,3208","0,4263"
286,"0,2807","0,8365","0,1164","0,3208","0,4263"
287,"0,28","0,837","0,1162","0,3202","0,4266"
288,"0,2798","0,8367","0,1161","0,3202","0,4264"
289,"0,2796","0,8368","0,1161","0,3204","0,4264"
290,"0,2791","0,8373","0,1159","0,3203","0,4265"
291,"0,2781","0,8379","0,1155","0,3197","0,4269"
292,"0,2781","0,8379","0,1156","0,3197","0,4268"
293,"0,2779","0,8374","0,1156","0,3197","0,4268"
294,"0,2771","0,8378","0,1152","0,3194","0,427"
295,"0,2768","0,8379","0,1152","0,3195","0,4269"
296,"0,2762","0,8379","0,115","0,3192","0,4271"
297,"0,2758","0,8385","0,1148","0,319","0,4271"
298,"0,2757","0,8373","0,1149","0,3194","0,427"
299,"0,2752","0,8381","0,1147","0,3189","0,427"
300,"0,2748","0,8383","0,1145","0,3187","0,4271"
301,"0,2748","0,8379","0,1146","0,3191","0,427"
302,"0,2742","0,8381","0,1144","0,3189","0,4272"
303,"0,2741","0,8379","0,1144","0,3188","0,4271"
304,"0,2739","0,8384","0,1144","0,319","0,427"
305,"0,2734","0,8386","0,1142","0,3189","0,4271"
306,"0,2729","0,8392","0,114","0,3184","0,4274"
307,"0,2726","0,8389","0,1139","0,3185","0,4275"
308,"0,2726","0,8388","0,114","0,3188","0,4273"
309,"0,2721","0,8395","0,1137","0,3186","0,4274"
310,"0,2718","0,8395","0,1136","0,3183","0,4275"
311,"0,2714","0,84","0,1136","0,3184","0,4275"
312,"0,2715","0,8392","0,1136","0,3186","0,4275"
313,"0,2709","0,8404","0,1133","0,3181","0,4278"
314,"0,2707","0,8402","0,1133","0,3183","0,4279"
315,"0,2706","0,8407","0,1133","0,3182","0,4279"
316,"0,2701","0,8408","0,1132","0,3181","0,4281"
317,"0,2696","0,8413","0,1129","0,3178","0,4284"
318,"0,2696","0,8416","0,1129","0,3177","0,4284"
319,"0,2692","0,8417","0,1128","0,3179","0,4285"
320,"0,2688","0,8421","0,1127","0,3174","0,4287"
321,"0,2689","0,8418","0,1128","0,3179","0,4285"
322,"0,2686","0,8421","0,1127","0,3178","0,4287"
323,"0,2679","0,8425","0,1124","0,3175","0,4289"
324,"0,2675","0,843","0,1122","0,3171","0,4293"
325,"0,2678","0,8424","0,1123","0,3175","0,4292"
326,"0,2676","0,8426","0,1123","0,3172","0,4293"
327,"0,2669","0,8428","0,1119","0,3165","0,4298"
328,"0,2664","0,843","0,1117","0,3166","0,43"
329,"0,2662","0,8433","0,1117","0,3167","0,4299"
330,"0,2657","0,8431","0,1116","0,3166","0,4299"
331,"0,2651","0,8437","0,1113","0,3165","0,43"
332,"0,265","0,8439","0,1113","0,3164","0,4299"
333,"0,2642","0,8446","0,1111","0,3162","0,43"
334,"0,2641","0,8438","0,111","0,316","0,4299"
335,"0,2635","0,8441","0,1107","0,3153","0,4301"
336,"0,2633","0,8441","0,1107","0,3156","0,4299"
337,"0,2628","0,8443","0,1105","0,315","0,4301"
338,"0,2624","0,8442","0,1103","0,3149","0,4303"
339,"0,2621","0,8446","0,1102","0,3149","0,4303"
340,"0,2618","0,8449","0,1101","0,3145","0,4304"
341,"0,2614","0,845","0,11","0,3146","0,4304"
342,"0,2614","0,8445","0,11","0,3147","0,4303"
343,"0,2614","0,844","0,11","0,3145","0,4303"
344,"0,2613","0,8447","0,11","0,3148","0,4302"
345,"0,261","0,8446","0,1099","0,3146","0,4303"
346,"0,2607","0,8445","0,1098","0,3146","0,4303"
347,"0,2603","0,8448","0,1096","0,3145","0,4305"
348,"0,2605","0,845","0,1098","0,3146","0,4303"
349,"0,2602","0,8454","0,1097","0,3144","0,4305"
350,"0,2599","0,8448","0,1096","0,3145","0,4304"
351,"0,2596","0,8451","0,1095","0,3144","0,4305"
352,"0,2595","0,8448","0,1095","0,3146","0,4305"
353,"0,2595","0,845","0,1095","0,3146","0,4304"
354,"0,2589","0,8455","0,1093","0,3143","0,4305"
355,"0,2583","0,8453","0,1093","0,3139","0,4307"
356,"0,2586","0,8446","0,1093","0,3148","0,4304"
357,"0,2586","0,8454","0,1093","0,3149","0,4305"
358,"0,258","0,8454","0,1091","0,3144","0,4308"
359,"0,2581","0,8453","0,1092","0,3144","0,4306"
360,"0,2581","0,8454","0,1092","0,3145","0,4305"
361,"0,2575","0,8461","0,109","0,3144","0,4308"
362,"0,2575","0,8468","0,1091","0,3148","0,4311"
363,"0,2574","0,8466","0,1091","0,3147","0,4308"
364,"0,2574","0,8473","0,109","0,3147","0,4308"
365,"0,2568","0,8467","0,1088","0,3143","0,431"
366,"0,2568","0,8461","0,1088","0,3144","0,4309"
367,"0,2563","0,8464","0,1086","0,314","0,4311"
368,"0,2561","0,8469","0,1086","0,3139","0,4312"
369,"0,2562","0,8466","0,1087","0,3143","0,4311"
370,"0,2558","0,8463","0,1085","0,3137","0,4313"
371,"0,2556","0,8464","0,1085","0,3137","0,4312"
372,"0,2557","0,8463","0,1085","0,3141","0,4311"
373,"0,2551","0,8469","0,1083","0,3137","0,4313"
374,"0,2553","0,8466","0,1084","0,3138","0,4311"
375,"0,2552","0,8474","0,1084","0,314","0,4311"
376,"0,2549","0,8469","0,1083","0,314","0,4312"
377,"0,2544","0,8473","0,1081","0,3134","0,4314"
378,"0,2545","0,8473","0,1081","0,3137","0,4314"
379,"0,2547","0,8475","0,1083","0,3141","0,4313"
380,"0,2553","0,8471","0,1084","0,3147","0,4314"
381,"0,2546","0,8477","0,1083","0,3145","0,4315"
382,"0,2543","0,8482","0,1082","0,3144","0,4314"
383,"0,2544","0,8472","0,1084","0,3146","0,4313"
384,"0,2539","0,848","0,1081","0,3141","0,4315"
385,"0,2539","0,8482","0,1082","0,3142","0,4314"
386,"0,254","0,8477","0,1082","0,3143","0,4314"
387,"0,2538","0,848","0,1082","0,3144","0,4314"
388,"0,2533","0,8484","0,108","0,3141","0,4317"
389,"0,2536","0,848","0,1081","0,3142","0,4315"
390,"0,2535","0,8485","0,1081","0,3144","0,4315"
391,"0,2531","0,8485","0,1079","0,3138","0,4317"
392,"0,2534","0,8483","0,1081","0,3145","0,4315"
393,"0,253","0,8482","0,1079","0,3143","0,4317"
394,"0,2527","0,8482","0,1078","0,3143","0,4318"
395,"0,2522","0,8483","0,1076","0,3136","0,4321"
396,"0,2526","0,8478","0,1078","0,3141","0,4318"
397,"0,2525","0,8482","0,1078","0,314","0,4319"
398,"0,2523","0,848","0,1077","0,3138","0,4322"
399,"0,2522","0,8489","0,1078","0,3144","0,4322"
400,"0,2521","0,8495","0,1078","0,3143","0,432"
401,"0,2521","0,8483","0,1078","0,3142","0,4319"
402,"0,2515","0,8488","0,1075","0,314","0,4322"
403,"0,2515","0,8486","0,1076","0,3138","0,4321"
404,"0,2512","0,8485","0,1075","0,314","0,4322"
405,"0,2512","0,8484","0,1075","0,3142","0,4321"
406,"0,2509","0,8491","0,1074","0,3136","0,4323"
407,"0,251","0,8485","0,1075","0,3142","0,4321"
408,"0,2507","0,8491","0,1074","0,3138","0,4323"
409,"0,2505","0,8487","0,1072","0,3138","0,4324"
410,"0,2502","0,8491","0,1072","0,3139","0,4325"
411,"0,2501","0,8493","0,1071","0,3135","0,4326"
412,"0,2499","0,8491","0,107","0,3135","0,4327"
413,"0,2501","0,8489","0,1072","0,3141","0,4325"
414,"0,2502","0,8493","0,1073","0,314","0,4325"
415,"0,2502","0,8492","0,1073","0,3141","0,4325"
416,"0,25","0,849","0,1072","0,3141","0,4325"
417,"0,2498","0,8491","0,1072","0,314","0,4325"
418,"0,2493","0,8492","0,107","0,3139","0,4328"
419,"0,2497","0,8494","0,1072","0,314","0,4325"
420,"0,2494","0,85","0,107","0,3138","0,4327"
421,"0,2495","0,8489","0,1071","0,314","0,4326"
422,"0,2492","0,8492","0,1069","0,3138","0,4328"
423,"0,2492","0,849","0,107","0,3141","0,4327"
424,"0,2493","0,8494","0,1071","0,3142","0,4326"
425,"0,2489","0,8496","0,1069","0,314","0,4328"
426,"0,2493","0,8498","0,1071","0,3143","0,4328"
427,"0,249","0,8486","0,1071","0,3147","0,4327"
428,"0,2489","0,8494","0,107","0,3145","0,4328"
429,"0,2484","0,8498","0,1068","0,314","0,433"
430,"0,2488","0,8497","0,107","0,3144","0,4328"
431,"0,2489","0,8496","0,1071","0,3148","0,4328"
432,"0,2487","0,8501","0,107","0,3148","0,4329"
433,"0,2479","0,8506","0,1067","0,3143","0,4333"
434,"0,2484","0,8497","0,1069","0,3143","0,433"
435,"0,2483","0,8502","0,1069","0,3143","0,4329"
436,"0,2479","0,8502","0,1067","0,3142","0,4331"
437,"0,2481","0,8503","0,1068","0,3145","0,433"
438,"0,2477","0,8502","0,1067","0,3145","0,4332"
439,"0,2476","0,8505","0,1066","0,3142","0,4333"
440,"0,2478","0,8498","0,1067","0,3144","0,4331"
441,"0,2476","0,8497","0,1066","0,314","0,4332"
442,"0,2476","0,8506","0,1067","0,3142","0,4332"
443,"0,2478","0,8498","0,1068","0,3145","0,4331"
444,"0,2473","0,8503","0,1065","0,3142","0,4334"
445,"0,2477","0,8502","0,1068","0,3145","0,4332"
446,"0,2477","0,85","0,1068","0,3147","0,4332"
447,"0,2475","0,8501","0,1067","0,3147","0,4333"
448,"0,2471","0,8505","0,1065","0,3141","0,4335"
449,"0,247","0,8507","0,1065","0,3143","0,4335"
450,"0,2474","0,8505","0,1067","0,3147","0,4333"
451,"0,247","0,8509","0,1065","0,3146","0,4335"
452,"0,247","0,8506","0,1066","0,3144","0,4335"
453,"0,2469","0,851","0,1065","0,3146","0,4335"
454,"0,2472","0,8504","0,1067","0,3149","0,4334"
455,"0,2467","0,8516","0,1065","0,3144","0,4338"
456,"0,2469","0,8511","0,1066","0,315","0,4336"
457,"0,2469","0,8507","0,1066","0,3149","0,4337"
458,"0,2468","0,8512","0,1066","0,315","0,4336"
459,"0,2463","0,8518","0,1064","0,3145","0,4339"
460,"0,2465","0,8513","0,1065","0,3145","0,4338"
461,"0,2465","0,8513","0,1065","0,3148","0,4337"
462,"0,2463","0,851","0,1064","0,3144","0,4338"
463,"0,2467","0,8509","0,1066","0,315","0,4336"
464,"0,2463","0,8513","0,1064","0,3149","0,4338"
465,"0,2461","0,8513","0,1064","0,315","0,4339"
466,"0,2455","0,8516","0,1061","0,3144","0,4342"
467,"0,2461","0,851","0,1064","0,3149","0,4339"
468,"0,246","0,8509","0,1064","0,3146","0,4339"
469,"0,2455","0,8513","0,1062","0,3143","0,4342"
470,"0,2458","0,8508","0,1063","0,3148","0,4342"
471,"0,246","0,8512","0,1064","0,3153","0,434"
472,"0,2461","0,8511","0,1066","0,3158","0,4339"
473,"0,2457","0,8508","0,1064","0,3156","0,4342"
474,"0,246","0,8507","0,1067","0,3162","0,434"
475,"0,2455","0,8517","0,1064","0,3155","0,4341"
476,"0,2457","0,8514","0,1064","0,3155","0,4341"
477,"0,2454","0,8519","0,1063","0,3149","0,4343"
478,"0,2457","0,8517","0,1064","0,3155","0,434"
479,"0,2454","0,8515","0,1063","0,3151","0,4343"
480,"0,2453","0,8516","0,1063","0,3155","0,4344"
481,"0,2451","0,8508","0,1062","0,3155","0,4344"
482,"0,245","0,8513","0,1062","0,3151","0,4344"
483,"0,2451","0,8523","0,1062","0,3155","0,4346"
484,"0,245","0,8513","0,1062","0,3153","0,4344"
485,"0,2454","0,8512","0,1064","0,3157","0,4344"
486,"0,2454","0,8512","0,1064","0,3156","0,4343"
487,"0,2452","0,8513","0,1063","0,3153","0,4344"
