,loss,accuracy,mean_absolute_error,Pearson,KendallTau
216,"0,3304","0,8182","0,1307","0,3258","0,4233"
217,"0,3292","0,8189","0,1303","0,3255","0,4234"
218,"0,3285","0,8184","0,1301","0,3254","0,4234"
219,"0,3274","0,8191","0,1298","0,3253","0,4235"
220,"0,3262","0,8195","0,1293","0,3246","0,4238"
221,"0,3254","0,8192","0,129","0,3244","0,4239"
222,"0,3244","0,82","0,1287","0,3242","0,424"
223,"0,3231","0,8205","0,1282","0,3236","0,4245"
224,"0,3222","0,8208","0,128","0,3236","0,4244"
225,"0,321","0,8208","0,1276","0,323","0,4246"
226,"0,3197","0,8212","0,1272","0,3226","0,4248"
227,"0,3189","0,8216","0,1271","0,3228","0,4246"
228,"0,3177","0,8217","0,1266","0,3223","0,4247"
229,"0,3168","0,8222","0,1264","0,3219","0,4247"
230,"0,3162","0,8216","0,1263","0,3223","0,4244"
231,"0,3151","0,8221","0,1259","0,322","0,4245"
232,"0,3141","0,8227","0,1256","0,3215","0,4247"
233,"0,3135","0,8225","0,1254","0,3217","0,4245"
234,"0,3121","0,8229","0,1249","0,3212","0,4249"
235,"0,3112","0,8234","0,1246","0,3209","0,425"
236,"0,3107","0,8228","0,1246","0,3212","0,4247"
237,"0,3103","0,8232","0,1245","0,3213","0,4246"
238,"0,3095","0,8232","0,1242","0,321","0,4247"
239,"0,3085","0,8234","0,1238","0,3205","0,4248"
240,"0,3075","0,8235","0,1235","0,3202","0,425"
241,"0,3071","0,8232","0,1235","0,3205","0,4248"
242,"0,3061","0,8237","0,1231","0,32","0,425"
243,"0,3057","0,8233","0,1231","0,3202","0,4247"
244,"0,3053","0,8229","0,123","0,3204","0,4246"
245,"0,3045","0,8236","0,1228","0,3201","0,4247"
246,"0,3039","0,8234","0,1226","0,3199","0,4248"
247,"0,3034","0,8234","0,1225","0,3197","0,4248"
248,"0,303","0,8232","0,1224","0,3198","0,4247"
249,"0,3024","0,8233","0,1222","0,3195","0,4248"
250,"0,3022","0,8236","0,1222","0,3197","0,4248"
251,"0,3022","0,824","0,1223","0,3198","0,425"
252,"0,3022","0,8237","0,1223","0,3199","0,4252"
253,"0,3018","0,8242","0,1222","0,3198","0,4252"
254,"0,3014","0,8236","0,1221","0,3201","0,4249"
255,"0,2998","0,8238","0,1216","0,3195","0,4249"
256,"0,2981","0,824","0,1209","0,3189","0,425"
257,"0,2971","0,824","0,1206","0,3191","0,4247"
258,"0,2962","0,8243","0,1203","0,3189","0,4248"
259,"0,2958","0,8244","0,1203","0,3187","0,4247"
260,"0,2951","0,8242","0,12","0,3188","0,4247"
261,"0,2944","0,8244","0,1198","0,3185","0,4248"
262,"0,2939","0,824","0,1196","0,3183","0,4247"
263,"0,2935","0,8242","0,1196","0,3184","0,4247"
264,"0,293","0,8242","0,1195","0,3184","0,4247"
265,"0,2924","0,8243","0,1192","0,3182","0,4247"
266,"0,292","0,8245","0,1191","0,3181","0,4248"
267,"0,2909","0,8251","0,1187","0,3177","0,425"
268,"0,2909","0,8246","0,1188","0,3183","0,4247"
269,"0,2903","0,8249","0,1187","0,3178","0,4248"
270,"0,2899","0,8251","0,1185","0,318","0,4248"
271,"0,2893","0,8255","0,1183","0,3177","0,4249"
272,"0,2887","0,8256","0,1181","0,3177","0,4249"
273,"0,2884","0,8258","0,1181","0,3174","0,4248"
274,"0,2879","0,8258","0,1179","0,3175","0,4248"
275,"0,2872","0,8262","0,1177","0,3173","0,425"
276,"0,2872","0,8258","0,1178","0,3177","0,4247"
277,"0,2866","0,8263","0,1176","0,3172","0,4248"
278,"0,2861","0,8263","0,1175","0,3172","0,4248"
279,"0,2852","0,8266","0,1172","0,317","0,4251"
280,"0,2851","0,8264","0,1172","0,3172","0,4249"
281,"0,2846","0,8266","0,117","0,317","0,425"
282,"0,2841","0,8267","0,1169","0,317","0,425"
283,"0,2837","0,8268","0,1168","0,3168","0,425"
284,"0,2831","0,827","0,1167","0,3168","0,425"
285,"0,2826","0,827","0,1165","0,3167","0,4251"
286,"0,2824","0,8273","0,1164","0,3167","0,4251"
287,"0,282","0,8277","0,1164","0,3167","0,4251"
288,"0,2814","0,8276","0,1162","0,3166","0,4251"
289,"0,2811","0,8275","0,1161","0,3166","0,4251"
290,"0,2807","0,828","0,116","0,3167","0,4251"
291,"0,2799","0,8283","0,1156","0,3161","0,4254"
292,"0,2797","0,8279","0,1156","0,3161","0,4253"
293,"0,2793","0,8284","0,1155","0,3161","0,4253"
294,"0,2786","0,8284","0,1153","0,3159","0,4255"
295,"0,2785","0,8284","0,1154","0,3162","0,4252"
296,"0,278","0,8283","0,1152","0,3158","0,4254"
297,"0,2774","0,8289","0,1149","0,3156","0,4256"
298,"0,2773","0,8287","0,1151","0,316","0,4253"
299,"0,2766","0,8293","0,1148","0,3157","0,4255"
300,"0,2763","0,8297","0,1147","0,3153","0,4255"
301,"0,2763","0,8293","0,1148","0,3158","0,4253"
302,"0,2758","0,8297","0,1146","0,3157","0,4254"
303,"0,2752","0,8299","0,1144","0,3153","0,4256"
304,"0,275","0,8298","0,1144","0,3155","0,4255"
305,"0,2741","0,8302","0,114","0,3152","0,4258"
306,"0,2736","0,8308","0,1139","0,315","0,4259"
307,"0,2737","0,8302","0,114","0,3154","0,4257"
308,"0,2737","0,8307","0,1141","0,3155","0,4256"
309,"0,2731","0,8302","0,1138","0,3153","0,4257"
310,"0,2727","0,8301","0,1137","0,315","0,4258"
311,"0,2723","0,8307","0,1136","0,3148","0,426"
312,"0,2724","0,8307","0,1137","0,3153","0,4258"
313,"0,2718","0,8316","0,1135","0,3149","0,4261"
314,"0,2717","0,8306","0,1136","0,3152","0,4258"
315,"0,2716","0,8303","0,1135","0,3153","0,4257"
316,"0,2708","0,8309","0,1133","0,3149","0,4258"
317,"0,2704","0,8308","0,1131","0,3148","0,426"
318,"0,2701","0,831","0,1131","0,3146","0,4259"
319,"0,27","0,8311","0,113","0,3148","0,4259"
320,"0,2695","0,8319","0,1129","0,3145","0,4261"
321,"0,2693","0,8317","0,1128","0,3146","0,426"
322,"0,2689","0,8318","0,1127","0,3145","0,4262"
323,"0,2685","0,8325","0,1126","0,3145","0,4264"
324,"0,2682","0,8338","0,1125","0,3143","0,4266"
325,"0,2683","0,8335","0,1126","0,3148","0,4263"
326,"0,2679","0,8352","0,1125","0,3145","0,4266"
327,"0,2672","0,8355","0,1122","0,3141","0,4271"
328,"0,2657","0,8447","0,1119","0,3152","0,4295"
329,"0,2619","0,8496","0,1112","0,3159","0,4318"
330,"0,2579","0,8506","0,11","0,313","0,4319"
331,"0,2559","0,8509","0,1093","0,3117","0,432"
332,"0,2545","0,8511","0,1089","0,3108","0,4321"
333,"0,2541","0,8513","0,1086","0,3101","0,4322"
334,"0,2536","0,8519","0,1085","0,3101","0,4321"
335,"0,2529","0,8514","0,1083","0,3096","0,432"
336,"0,2521","0,8513","0,108","0,3091","0,4322"
337,"0,2517","0,8514","0,1079","0,3088","0,4321"
338,"0,2509","0,8519","0,1075","0,3083","0,4324"
339,"0,251","0,8515","0,1077","0,3088","0,4321"
340,"0,2506","0,8516","0,1075","0,3083","0,4322"
341,"0,2503","0,8513","0,1074","0,3084","0,4322"
342,"0,2499","0,8516","0,1073","0,3081","0,4322"
343,"0,2497","0,8518","0,1072","0,3081","0,4323"
344,"0,2495","0,8518","0,1072","0,3079","0,4323"
345,"0,2493","0,8518","0,1071","0,3079","0,4322"
346,"0,2487","0,8522","0,1069","0,3076","0,4325"
347,"0,249","0,8515","0,1071","0,3081","0,4321"
348,"0,2487","0,8517","0,107","0,3077","0,4322"
349,"0,2484","0,8518","0,1069","0,3077","0,4323"
350,"0,248","0,8519","0,1067","0,3075","0,4324"
351,"0,248","0,852","0,1068","0,3078","0,4323"
352,"0,2477","0,8521","0,1067","0,3077","0,4324"
353,"0,2474","0,8521","0,1066","0,3076","0,4325"
354,"0,2471","0,8524","0,1065","0,3074","0,4326"
355,"0,2473","0,8519","0,1066","0,3078","0,4324"
356,"0,2467","0,8523","0,1065","0,3076","0,4327"
357,"0,2463","0,8526","0,1064","0,3076","0,4328"
358,"0,2463","0,8525","0,1065","0,3078","0,4326"
359,"0,2462","0,8523","0,1064","0,3078","0,4327"
360,"0,2458","0,8526","0,1063","0,3077","0,4327"
361,"0,2456","0,8527","0,1063","0,3078","0,4327"
362,"0,2449","0,8528","0,1059","0,3071","0,4331"
363,"0,2449","0,8524","0,1059","0,3071","0,4331"
364,"0,2446","0,8531","0,1059","0,3073","0,4331"
365,"0,2442","0,8529","0,1057","0,3072","0,4332"
366,"0,2445","0,853","0,106","0,3076","0,4329"
367,"0,244","0,8526","0,1058","0,3071","0,4331"
368,"0,2436","0,8534","0,1056","0,3071","0,4333"
369,"0,244","0,8529","0,1059","0,3076","0,433"
370,"0,2432","0,8535","0,1056","0,3072","0,4332"
371,"0,2432","0,8532","0,1056","0,3069","0,4332"
372,"0,2434","0,8528","0,1057","0,3073","0,4329"
373,"0,2431","0,8532","0,1056","0,3073","0,4331"
374,"0,2428","0,8533","0,1055","0,3069","0,4332"
375,"0,2426","0,8533","0,1055","0,3072","0,4332"
376,"0,242","0,8535","0,1052","0,3069","0,4335"
377,"0,2418","0,8535","0,1051","0,3067","0,4335"
378,"0,2421","0,8533","0,1053","0,3072","0,4333"
379,"0,2423","0,8533","0,1054","0,3072","0,4332"
380,"0,2417","0,8533","0,1051","0,3071","0,4334"
381,"0,2414","0,8535","0,105","0,3067","0,4336"
382,"0,2411","0,8538","0,1049","0,3065","0,4337"
383,"0,2413","0,8535","0,1051","0,3069","0,4335"
384,"0,2408","0,8539","0,1048","0,3065","0,4337"
385,"0,2413","0,8534","0,1051","0,307","0,4335"
386,"0,2412","0,8534","0,1051","0,3071","0,4334"
387,"0,2408","0,8538","0,105","0,3069","0,4335"
388,"0,2406","0,8537","0,1048","0,3067","0,4338"
389,"0,2406","0,8541","0,1049","0,3066","0,4337"
390,"0,2405","0,8538","0,1049","0,3069","0,4338"
391,"0,2402","0,8543","0,1048","0,3066","0,4339"
392,"0,2403","0,8539","0,1048","0,307","0,4339"
393,"0,2398","0,8545","0,1047","0,3069","0,4341"
394,"0,2397","0,854","0,1046","0,3069","0,4342"
395,"0,2395","0,8546","0,1046","0,3068","0,4342"
396,"0,2399","0,8542","0,1048","0,3073","0,434"
397,"0,2399","0,8545","0,1049","0,3071","0,434"
398,"0,2395","0,8548","0,1047","0,307","0,4345"
399,"0,2397","0,8551","0,1049","0,3076","0,4343"
400,"0,2397","0,8553","0,105","0,3076","0,4344"
401,"0,2401","0,8555","0,1052","0,3079","0,4343"
402,"0,2401","0,8555","0,1053","0,3082","0,4344"
403,"0,2397","0,8554","0,1052","0,3081","0,4345"
404,"0,239","0,8548","0,1047","0,3073","0,4347"
405,"0,2386","0,8551","0,1045","0,3072","0,4346"
406,"0,2383","0,8551","0,1044","0,307","0,4345"
407,"0,2379","0,855","0,1042","0,3067","0,4347"
408,"0,2379","0,8553","0,1042","0,3065","0,4347"
409,"0,2372","0,8554","0,1039","0,3061","0,4351"
410,"0,2377","0,855","0,1041","0,3068","0,4348"
411,"0,2374","0,8554","0,104","0,3063","0,4349"
412,"0,2372","0,8552","0,104","0,3065","0,435"
413,"0,2371","0,8555","0,104","0,3064","0,435"
414,"0,2369","0,8554","0,1039","0,3064","0,4351"
415,"0,2369","0,8555","0,1039","0,3062","0,4351"
416,"0,2369","0,8555","0,1039","0,3063","0,4351"
417,"0,2364","0,8559","0,1037","0,3061","0,4354"
418,"0,2369","0,8554","0,104","0,3066","0,4351"
419,"0,2368","0,8554","0,1039","0,3063","0,4352"
420,"0,2364","0,8556","0,1038","0,3063","0,4353"
421,"0,2361","0,8557","0,1037","0,3061","0,4355"
422,"0,2363","0,8559","0,1038","0,3063","0,4354"
423,"0,236","0,8561","0,1037","0,3065","0,4355"
424,"0,236","0,856","0,1037","0,3065","0,4356"
425,"0,2358","0,8562","0,1037","0,3063","0,4356"
426,"0,236","0,8558","0,1037","0,3066","0,4354"
427,"0,2355","0,856","0,1035","0,3062","0,4357"
428,"0,2352","0,8562","0,1034","0,3061","0,4358"
429,"0,2354","0,856","0,1036","0,3063","0,4357"
430,"0,2355","0,8556","0,1036","0,3063","0,4357"
431,"0,2353","0,8558","0,1035","0,3064","0,4358"
432,"0,2352","0,8561","0,1035","0,3064","0,4358"
433,"0,2347","0,8567","0,1032","0,3059","0,4362"
434,"0,2349","0,8561","0,1035","0,3063","0,4361"
435,"0,2348","0,8563","0,1035","0,3066","0,4361"
436,"0,2344","0,8566","0,1032","0,3061","0,4363"
437,"0,2348","0,8563","0,1035","0,3066","0,436"
438,"0,2343","0,8562","0,1033","0,306","0,4362"
439,"0,234","0,8564","0,1031","0,306","0,4364"
440,"0,2345","0,8563","0,1035","0,3066","0,4361"
441,"0,2339","0,8566","0,1032","0,3061","0,4364"
442,"0,2339","0,8567","0,1032","0,3058","0,4363"
443,"0,2344","0,8563","0,1034","0,3064","0,4361"
444,"0,2341","0,8564","0,1033","0,3064","0,4363"
445,"0,2339","0,8566","0,1032","0,3061","0,4364"
446,"0,234","0,8568","0,1033","0,3065","0,4365"
447,"0,2332","0,857","0,103","0,3064","0,4368"
448,"0,233","0,857","0,103","0,3063","0,4367"
449,"0,2331","0,8568","0,1031","0,3066","0,4366"
450,"0,2335","0,8569","0,1032","0,3065","0,4364"
451,"0,233","0,8568","0,103","0,3061","0,4366"
452,"0,2327","0,857","0,1029","0,3062","0,4368"
453,"0,2325","0,8576","0,1028","0,3059","0,4369"
454,"0,2327","0,8569","0,1029","0,3063","0,4367"
455,"0,2321","0,8574","0,1027","0,3057","0,437"
456,"0,2326","0,857","0,1029","0,3062","0,4367"
457,"0,2327","0,857","0,103","0,3066","0,4366"
458,"0,2323","0,8569","0,1029","0,3062","0,4367"
459,"0,232","0,857","0,1027","0,306","0,437"
460,"0,2321","0,8574","0,1028","0,3059","0,4369"
461,"0,2321","0,8571","0,1027","0,3061","0,437"
462,"0,2319","0,8574","0,1027","0,3059","0,437"
463,"0,232","0,8572","0,1027","0,3061","0,437"
464,"0,2317","0,8578","0,1028","0,3065","0,4373"
465,"0,2314","0,8576","0,1028","0,3071","0,4374"
466,"0,2311","0,8581","0,1026","0,3066","0,4374"
467,"0,2314","0,8579","0,1028","0,3069","0,4372"
468,"0,2313","0,8578","0,1028","0,3065","0,4371"
469,"0,2307","0,8579","0,1025","0,3061","0,4375"
470,"0,231","0,8581","0,1027","0,3069","0,4373"
471,"0,2308","0,8583","0,1026","0,3065","0,4375"
472,"0,2308","0,858","0,1026","0,3064","0,4373"
473,"0,2305","0,8581","0,1025","0,3065","0,4375"
474,"0,2307","0,8581","0,1026","0,3067","0,4376"
475,"0,2301","0,8581","0,1024","0,3062","0,4377"
476,"0,2302","0,8581","0,1025","0,3063","0,4376"
477,"0,2301","0,8584","0,1024","0,3064","0,4377"
478,"0,2296","0,8584","0,1023","0,3069","0,4379"
479,"0,2299","0,8588","0,1026","0,3076","0,4378"
480,"0,2291","0,8591","0,1021","0,3063","0,4382"
481,"0,2293","0,8586","0,1022","0,3063","0,4379"
482,"0,2291","0,8592","0,1021","0,3056","0,438"
483,"0,2288","0,8591","0,1019","0,3057","0,4381"
484,"0,2287","0,859","0,102","0,3056","0,438"
485,"0,2286","0,8591","0,1019","0,3056","0,4381"
486,"0,2286","0,859","0,1019","0,3053","0,4381"
487,"0,2287","0,8589","0,1019","0,3054","0,4381"
488,"0,2281","0,8593","0,1017","0,3052","0,4384"
