,loss,accuracy,mean_absolute_error,Pearson,KendallTau
978,"0,0955","0,9403","0,0451","0,1923","0,5091"
979,"0,0955","0,9403","0,045","0,192","0,5092"
980,"0,0955","0,9404","0,0451","0,1923","0,5092"
981,"0,095","0,9407","0,0448","0,1912","0,5095"
982,"0,0957","0,94","0,0452","0,1927","0,5091"
983,"0,0949","0,9407","0,0448","0,1911","0,5096"
984,"0,0955","0,9403","0,0451","0,1921","0,5092"
985,"0,095","0,9407","0,0448","0,1912","0,5095"
986,"0,0954","0,9403","0,045","0,1921","0,5093"
987,"0,0954","0,9404","0,045","0,1919","0,5093"
988,"0,0952","0,9404","0,0449","0,1916","0,5094"
989,"0,0951","0,9406","0,0448","0,1915","0,5095"
990,"0,0956","0,9403","0,0451","0,1923","0,5093"
991,"0,0953","0,9404","0,0449","0,192","0,5094"
992,"0,0951","0,9406","0,0449","0,1916","0,5095"
993,"0,0951","0,9405","0,0448","0,1916","0,5095"
994,"0,0948","0,9405","0,0449","0,1913","0,5097"
995,"0,0949","0,9407","0,0448","0,1914","0,5097"
996,"0,0954","0,9404","0,045","0,192","0,5094"
997,"0,0954","0,9404","0,045","0,192","0,5094"
998,"0,0953","0,9405","0,0449","0,1918","0,5095"
999,"0,0955","0,9403","0,045","0,1925","0,5094"
