,loss,accuracy,mean_absolute_error,Pearson,KendallTau
488,"0,1905","0,8745","0,0739","0,2524","0,4909"
489,"0,1886","0,8752","0,0732","0,2516","0,4911"
490,"0,1868","0,8763","0,0726","0,2502","0,4915"
491,"0,1851","0,8764","0,0721","0,2494","0,4917"
492,"0,1836","0,8769","0,0716","0,2486","0,4918"
493,"0,182","0,8773","0,0709","0,2474","0,4922"
494,"0,1808","0,8778","0,0705","0,2469","0,4923"
495,"0,18","0,878","0,0702","0,2466","0,4925"
496,"0,1789","0,8781","0,0698","0,2454","0,4925"
497,"0,1778","0,8782","0,0695","0,2452","0,4924"
498,"0,177","0,8781","0,0691","0,2443","0,4927"
499,"0,1764","0,8784","0,0689","0,2441","0,4927"
500,"0,1755","0,8789","0,0685","0,2432","0,4929"
501,"0,1748","0,8787","0,0683","0,243","0,4929"
502,"0,1739","0,8796","0,068","0,2426","0,4931"
503,"0,1733","0,8798","0,0678","0,242","0,4931"
504,"0,172","0,8802","0,0672","0,2406","0,4931"
505,"0,1722","0,8796","0,0673","0,2405","0,4928"
506,"0,1713","0,8803","0,067","0,2402","0,493"
507,"0,1712","0,8797","0,0669","0,2397","0,4928"
508,"0,1709","0,8797","0,0668","0,2397","0,4926"
509,"0,1707","0,8798","0,0667","0,2393","0,4926"
510,"0,1702","0,8803","0,0666","0,2392","0,4927"
511,"0,17","0,8804","0,0665","0,2393","0,4926"
512,"0,1695","0,8806","0,0663","0,239","0,4927"
513,"0,1692","0,8807","0,0662","0,2381","0,4926"
514,"0,1688","0,8806","0,066","0,2381","0,4926"
515,"0,1681","0,8811","0,0657","0,2376","0,4927"
516,"0,1686","0,8805","0,0659","0,2377","0,4922"
517,"0,1684","0,8806","0,0659","0,2377","0,4922"
518,"0,168","0,8805","0,0657","0,2377","0,4922"
519,"0,1681","0,8802","0,0657","0,2372","0,492"
520,"0,1681","0,88","0,0657","0,2375","0,4919"
521,"0,1679","0,88","0,0656","0,237","0,4918"
522,"0,1675","0,8803","0,0655","0,2369","0,4919"
523,"0,1676","0,8803","0,0655","0,2372","0,4918"
524,"0,1671","0,8807","0,0653","0,2367","0,492"
525,"0,1672","0,88","0,0654","0,2368","0,4917"
526,"0,1669","0,8805","0,0652","0,2359","0,4917"
527,"0,1671","0,8804","0,0653","0,2363","0,4916"
528,"0,1666","0,8802","0,0651","0,2358","0,4917"
529,"0,1665","0,8803","0,065","0,2356","0,4916"
530,"0,1661","0,8802","0,0649","0,2356","0,4917"
531,"0,1664","0,8801","0,0651","0,2358","0,4915"
532,"0,1665","0,8796","0,0652","0,2366","0,4912"
533,"0,166","0,88","0,0648","0,2352","0,4915"
534,"0,1658","0,8801","0,0648","0,2355","0,4915"
535,"0,1656","0,8803","0,0647","0,2352","0,4914"
536,"0,1655","0,8801","0,0646","0,2351","0,4914"
537,"0,1655","0,8801","0,0646","0,2351","0,4913"
538,"0,1655","0,88","0,0647","0,2351","0,4913"
539,"0,1652","0,8804","0,0646","0,2346","0,4914"
540,"0,1651","0,8801","0,0645","0,2347","0,4915"
541,"0,165","0,8806","0,0645","0,2351","0,4914"
542,"0,1652","0,88","0,0646","0,235","0,4911"
543,"0,1652","0,8798","0,0646","0,2347","0,4912"
544,"0,1647","0,8802","0,0644","0,2344","0,4913"
545,"0,1647","0,8803","0,0644","0,2345","0,4912"
546,"0,1648","0,88","0,0644","0,2346","0,4911"
547,"0,1644","0,8801","0,0642","0,2341","0,4913"
548,"0,1644","0,8802","0,0642","0,2341","0,4913"
549,"0,1643","0,8803","0,0642","0,2344","0,4912"
550,"0,1644","0,88","0,0642","0,234","0,4911"
551,"0,1644","0,8804","0,0644","0,2352","0,4913"
552,"0,164","0,8803","0,0641","0,2343","0,4914"
553,"0,164","0,8804","0,0641","0,2338","0,4912"
554,"0,1639","0,8802","0,064","0,2338","0,4913"
555,"0,1639","0,8799","0,064","0,2338","0,4912"
556,"0,1636","0,8803","0,0639","0,2334","0,4912"
557,"0,1639","0,8797","0,064","0,2334","0,4911"
558,"0,1633","0,8804","0,0637","0,2331","0,4913"
559,"0,1631","0,8807","0,0637","0,2329","0,4913"
560,"0,1636","0,8802","0,0639","0,2334","0,4911"
561,"0,1635","0,88","0,0638","0,2329","0,4912"
562,"0,1635","0,8799","0,0638","0,2332","0,4911"
563,"0,1633","0,8801","0,0638","0,2331","0,4911"
564,"0,1633","0,8799","0,0637","0,233","0,4912"
565,"0,163","0,88","0,0636","0,233","0,4912"
566,"0,1632","0,8796","0,0637","0,2332","0,4912"
567,"0,1632","0,8798","0,0637","0,233","0,4912"
568,"0,163","0,8798","0,0636","0,2332","0,4911"
569,"0,1629","0,8795","0,0636","0,2327","0,4912"
570,"0,1632","0,8794","0,0637","0,2332","0,4911"
571,"0,1629","0,8796","0,0636","0,2326","0,4912"
572,"0,1631","0,8794","0,0637","0,2329","0,4912"
573,"0,1628","0,8797","0,0636","0,2328","0,4912"
574,"0,163","0,8796","0,0637","0,2332","0,4912"
575,"0,1624","0,8802","0,0635","0,2328","0,4914"
576,"0,163","0,8796","0,0637","0,2335","0,4912"
577,"0,1625","0,88","0,0636","0,2338","0,4915"
578,"0,1629","0,8798","0,0639","0,2347","0,4915"
579,"0,1631","0,8796","0,0639","0,2348","0,4914"
580,"0,1638","0,8798","0,0644","0,2368","0,4919"
581,"0,1641","0,881","0,0645","0,2371","0,4923"
582,"0,1647","0,881","0,0648","0,2381","0,4927"
583,"0,1653","0,8806","0,065","0,2385","0,4923"
584,"0,1658","0,8815","0,0652","0,239","0,4924"
585,"0,164","0,8809","0,0647","0,2381","0,4928"
586,"0,1628","0,8815","0,064","0,2358","0,4927"
587,"0,1633","0,8809","0,0641","0,2356","0,4924"
588,"0,163","0,8808","0,0639","0,2351","0,4924"
589,"0,1626","0,8807","0,0637","0,2347","0,4926"
590,"0,1629","0,8804","0,0638","0,2342","0,4924"
591,"0,1628","0,8801","0,0638","0,2344","0,4924"
592,"0,1626","0,8804","0,0637","0,2341","0,4924"
593,"0,1623","0,8807","0,0636","0,234","0,4926"
594,"0,1625","0,8805","0,0637","0,2341","0,4925"
595,"0,1621","0,8808","0,0635","0,2336","0,4928"
596,"0,1623","0,8801","0,0635","0,2335","0,4926"
597,"0,162","0,8803","0,0634","0,2331","0,4926"
598,"0,1623","0,8801","0,0635","0,2334","0,4925"
599,"0,1619","0,8802","0,0633","0,2327","0,4928"
600,"0,162","0,8801","0,0634","0,2327","0,4927"
601,"0,1617","0,8801","0,0632","0,2325","0,4928"
602,"0,1621","0,88","0,0634","0,2326","0,4926"
603,"0,1623","0,8795","0,0635","0,2333","0,4925"
604,"0,1618","0,88","0,0632","0,2322","0,4928"
605,"0,1618","0,8801","0,0633","0,2325","0,4929"
606,"0,1617","0,8801","0,0632","0,2323","0,4929"
607,"0,1617","0,88","0,0632","0,2323","0,493"
608,"0,1617","0,8799","0,0632","0,2325","0,493"
609,"0,1617","0,8799","0,0632","0,2322","0,4929"
610,"0,1614","0,88","0,0631","0,2317","0,4931"
611,"0,1614","0,8801","0,0631","0,2319","0,4932"
612,"0,1614","0,8802","0,0631","0,2321","0,4932"
613,"0,1617","0,8796","0,0632","0,2324","0,493"
614,"0,1618","0,8797","0,0632","0,2321","0,493"
615,"0,1613","0,8799","0,0631","0,2322","0,4932"
616,"0,1614","0,88","0,0631","0,2321","0,4931"
617,"0,1616","0,8797","0,0631","0,2321","0,4932"
618,"0,1613","0,8799","0,063","0,2318","0,4932"
619,"0,1613","0,8798","0,063","0,2318","0,4934"
620,"0,1613","0,8798","0,063","0,2321","0,4933"
621,"0,1613","0,8799","0,063","0,2318","0,4933"
622,"0,1613","0,88","0,063","0,2319","0,4933"
623,"0,161","0,8801","0,0629","0,232","0,4936"
624,"0,1611","0,8802","0,0629","0,2317","0,4935"
625,"0,1611","0,8801","0,0629","0,2318","0,4935"
626,"0,1612","0,8799","0,063","0,2319","0,4934"
627,"0,1611","0,8804","0,0629","0,2317","0,4935"
628,"0,1613","0,8798","0,063","0,2316","0,4937"
629,"0,1607","0,8804","0,0628","0,2313","0,4938"
630,"0,1606","0,8805","0,0627","0,2312","0,4939"
631,"0,161","0,8802","0,0629","0,2317","0,4937"
632,"0,161","0,8801","0,0629","0,2312","0,4938"
633,"0,1611","0,8799","0,0629","0,2315","0,4938"
634,"0,161","0,8803","0,0629","0,2315","0,4939"
635,"0,1609","0,88","0,0628","0,2314","0,4939"
636,"0,1607","0,8801","0,0627","0,2314","0,4941"
637,"0,1609","0,8799","0,0628","0,2317","0,4941"
638,"0,1609","0,88","0,0628","0,2315","0,4941"
639,"0,1607","0,88","0,0628","0,2319","0,494"
640,"0,1607","0,8798","0,0627","0,2315","0,4942"
641,"0,161","0,8798","0,0629","0,232","0,4942"
642,"0,1607","0,88","0,0627","0,2313","0,4943"
643,"0,1609","0,8796","0,0628","0,2315","0,4944"
644,"0,1605","0,8801","0,0627","0,2314","0,4944"
645,"0,1606","0,88","0,0627","0,2314","0,4944"
646,"0,1601","0,8806","0,0625","0,2308","0,4946"
647,"0,1607","0,8799","0,0627","0,2313","0,4945"
648,"0,1602","0,8803","0,0625","0,2311","0,4948"
649,"0,1605","0,88","0,0626","0,231","0,4948"
650,"0,1605","0,8799","0,0627","0,2314","0,4946"
651,"0,1605","0,8799","0,0627","0,2312","0,4947"
652,"0,1603","0,8802","0,0626","0,231","0,4949"
653,"0,1604","0,8801","0,0626","0,2314","0,4947"
654,"0,1603","0,8802","0,0625","0,2311","0,4948"
655,"0,1604","0,8802","0,0626","0,2309","0,4948"
656,"0,1602","0,88","0,0625","0,2311","0,4949"
657,"0,1597","0,8807","0,0623","0,2306","0,4952"
658,"0,1604","0,88","0,0626","0,2311","0,4949"
659,"0,1603","0,8801","0,0626","0,2312","0,4949"
660,"0,1601","0,8801","0,0625","0,2314","0,4951"
661,"0,1604","0,88","0,0626","0,2311","0,495"
662,"0,1605","0,8797","0,0626","0,2315","0,4951"
663,"0,1604","0,88","0,0626","0,2312","0,495"
664,"0,1602","0,8802","0,0625","0,2311","0,4952"
665,"0,1604","0,88","0,0626","0,2313","0,495"
666,"0,16","0,8804","0,0625","0,231","0,4953"
667,"0,1604","0,8799","0,0626","0,2315","0,4952"
668,"0,1602","0,88","0,0625","0,2312","0,4953"
669,"0,1605","0,8797","0,0626","0,2315","0,4952"
670,"0,16","0,8798","0,0625","0,2311","0,4955"
671,"0,1602","0,8798","0,0625","0,2309","0,4955"
672,"0,1598","0,8801","0,0624","0,2309","0,4956"
673,"0,1602","0,8798","0,0625","0,231","0,4953"
674,"0,1605","0,8793","0,0627","0,2317","0,4953"
675,"0,1601","0,8799","0,0625","0,2307","0,4956"
676,"0,16","0,8801","0,0625","0,231","0,4957"
677,"0,1603","0,8801","0,0628","0,2336","0,4957"
678,"0,1602","0,8803","0,0628","0,2331","0,4958"
679,"0,1604","0,8802","0,0629","0,2333","0,4958"
680,"0,1621","0,8804","0,064","0,2389","0,4954"
681,"0,1631","0,881","0,0637","0,2375","0,4956"
682,"0,1607","0,8806","0,0632","0,2345","0,4958"
683,"0,1602","0,8807","0,063","0,2339","0,4959"
684,"0,1605","0,8801","0,0631","0,234","0,4958"
685,"0,1605","0,8802","0,063","0,2332","0,4958"
686,"0,16","0,8804","0,0628","0,233","0,496"
687,"0,1601","0,8805","0,0628","0,2329","0,496"
688,"0,1603","0,8802","0,0629","0,2328","0,496"
689,"0,1599","0,8805","0,0627","0,2327","0,4961"
690,"0,1599","0,8806","0,0627","0,2325","0,4962"
691,"0,16","0,8803","0,0627","0,2325","0,4961"
692,"0,16","0,8804","0,0627","0,2321","0,4961"
693,"0,16","0,8804","0,0626","0,2321","0,4961"
694,"0,1598","0,8803","0,0625","0,2321","0,4963"
695,"0,1598","0,8805","0,0626","0,2319","0,4962"
696,"0,1599","0,8805","0,0626","0,2325","0,4962"
697,"0,16","0,8801","0,0626","0,2322","0,4961"
698,"0,1598","0,8805","0,0626","0,232","0,4963"
699,"0,16","0,88","0,0627","0,2323","0,4964"
700,"0,1594","0,8809","0,0624","0,2314","0,4966"
701,"0,1593","0,8808","0,0623","0,2311","0,4966"
702,"0,1598","0,8803","0,0625","0,2317","0,4964"
703,"0,1597","0,8802","0,0625","0,2312","0,4964"
704,"0,1598","0,8802","0,0625","0,2313","0,4964"
705,"0,1597","0,8805","0,0625","0,2313","0,4964"
706,"0,1597","0,8803","0,0624","0,2312","0,4964"
707,"0,1594","0,8804","0,0623","0,2312","0,4966"
708,"0,1596","0,8802","0,0624","0,2315","0,4965"
709,"0,1598","0,8801","0,0625","0,2314","0,4965"
710,"0,1595","0,8803","0,0624","0,2315","0,4964"
711,"0,1595","0,8802","0,0623","0,2311","0,4965"
712,"0,1598","0,88","0,0625","0,2316","0,4964"
713,"0,1595","0,8803","0,0623","0,231","0,4966"
714,"0,1598","0,88","0,0624","0,2312","0,4966"
715,"0,1595","0,8804","0,0623","0,2311","0,4967"
716,"0,1596","0,8802","0,0624","0,2312","0,4966"
717,"0,1591","0,8807","0,0622","0,2306","0,4969"
718,"0,1597","0,8801","0,0624","0,2309","0,4966"
719,"0,1592","0,8806","0,0622","0,2308","0,4969"
720,"0,1595","0,8802","0,0623","0,2307","0,4968"
721,"0,1596","0,8801","0,0624","0,2312","0,4967"
722,"0,1596","0,8803","0,0624","0,2309","0,4968"
723,"0,1594","0,8806","0,0623","0,2309","0,497"
724,"0,1594","0,8805","0,0624","0,2315","0,4968"
725,"0,1593","0,8806","0,0623","0,2312","0,4969"
726,"0,1594","0,8806","0,0623","0,2309","0,4969"
727,"0,1592","0,8804","0,0624","0,2319","0,4969"
728,"0,1588","0,881","0,0622","0,2319","0,4973"
729,"0,1595","0,8805","0,0624","0,2314","0,497"
730,"0,1593","0,8806","0,0623","0,2312","0,497"
731,"0,1591","0,8806","0,0623","0,2315","0,497"
732,"0,1595","0,8805","0,0624","0,2312","0,4969"
733,"0,1596","0,8801","0,0624","0,2316","0,4969"
734,"0,1595","0,8805","0,0624","0,2314","0,497"
735,"0,1592","0,8807","0,0623","0,2313","0,4971"
736,"0,1595","0,8804","0,0624","0,2314","0,497"
737,"0,1591","0,8806","0,0622","0,2311","0,4971"
738,"0,1597","0,8801","0,0625","0,2316","0,497"
739,"0,16","0,8806","0,0624","0,2316","0,4969"
740,"0,1599","0,8806","0,0626","0,2322","0,4969"
741,"0,1595","0,8806","0,0624","0,2317","0,4971"
742,"0,1596","0,881","0,0625","0,2316","0,4971"
743,"0,1592","0,881","0,0622","0,2308","0,4973"
744,"0,1596","0,8806","0,0624","0,2311","0,4971"
745,"0,1599","0,8801","0,0625","0,2316","0,497"
746,"0,1594","0,8806","0,0623","0,2306","0,4973"
747,"0,1594","0,8808","0,0624","0,2313","0,4974"
748,"0,1594","0,8807","0,0624","0,2319","0,4974"
749,"0,1593","0,8806","0,0624","0,232","0,4974"
750,"0,1593","0,8805","0,0624","0,2315","0,4974"
751,"0,1594","0,8806","0,0624","0,2312","0,4974"
752,"0,1591","0,8809","0,0623","0,2307","0,4976"
753,"0,1591","0,8808","0,0622","0,2307","0,4976"
754,"0,159","0,881","0,0622","0,2308","0,4975"
755,"0,1595","0,8803","0,0624","0,2312","0,4974"
756,"0,1596","0,8804","0,0624","0,2309","0,4974"
757,"0,1591","0,8808","0,0623","0,231","0,4976"
758,"0,1592","0,8807","0,0623","0,2313","0,4976"
759,"0,1594","0,8804","0,0624","0,2311","0,4976"
760,"0,1591","0,8806","0,0622","0,2308","0,4976"
761,"0,1591","0,8806","0,0622","0,2308","0,4977"
762,"0,1592","0,8807","0,0623","0,2311","0,4976"
763,"0,1592","0,8808","0,0623","0,2308","0,4977"
764,"0,1592","0,8808","0,0623","0,2309","0,4976"
765,"0,1589","0,8808","0,0622","0,2311","0,4977"
766,"0,159","0,8809","0,0622","0,2308","0,4978"
767,"0,159","0,8812","0,0622","0,2313","0,4978"
768,"0,1592","0,8809","0,0623","0,2315","0,4977"
769,"0,159","0,8811","0,0622","0,231","0,4978"
770,"0,1591","0,8808","0,0623","0,2312","0,4979"
771,"0,1586","0,8817","0,0621","0,2309","0,4981"
772,"0,1585","0,8814","0,062","0,2305","0,4981"
773,"0,1589","0,8813","0,0622","0,2317","0,4981"
774,"0,1588","0,8815","0,0625","0,2333","0,4986"
775,"0,1594","0,8824","0,0628","0,2352","0,4988"
776,"0,1608","0,8828","0,0633","0,2365","0,4984"
777,"0,1593","0,8833","0,063","0,2364","0,4988"
778,"0,1582","0,8836","0,0626","0,2344","0,4992"
779,"0,158","0,8834","0,0626","0,2351","0,4993"
780,"0,1579","0,8837","0,0625","0,2341","0,4996"
781,"0,1574","0,8841","0,0624","0,234","0,4997"
782,"0,1573","0,8845","0,0622","0,2335","0,5002"
783,"0,1573","0,8853","0,0623","0,2338","0,5009"
784,"0,1564","0,887","0,0619","0,2331","0,5018"
785,"0,1561","0,8877","0,0617","0,2322","0,503"
786,"0,1548","0,8899","0,0615","0,2333","0,5037"
787,"0,1542","0,8895","0,0611","0,2318","0,5037"
788,"0,1532","0,8907","0,0607","0,2311","0,5052"
789,"0,1531","0,8902","0,0607","0,2308","0,5054"
790,"0,1517","0,8912","0,0601","0,229","0,5063"
791,"0,1513","0,8922","0,0598","0,2285","0,5077"
792,"0,1504","0,8937","0,0594","0,2289","0,5096"
793,"0,1489","0,8955","0,0585","0,2275","0,5111"
794,"0,1468","0,8982","0,0577","0,2257","0,5131"
795,"0,1454","0,9007","0,0571","0,2245","0,5148"
796,"0,1428","0,9036","0,056","0,2212","0,515"
797,"0,1413","0,9042","0,0554","0,2199","0,5164"
798,"0,1387","0,9065","0,0545","0,2183","0,518"
799,"0,136","0,9089","0,0534","0,2159","0,5194"
800,"0,1334","0,911","0,0524","0,2144","0,5209"
801,"0,1295","0,9146","0,051","0,2118","0,5223"
802,"0,1261","0,9163","0,0501","0,2102","0,5234"
803,"0,1236","0,9181","0,049","0,207","0,5245"
804,"0,1213","0,9191","0,0484","0,2063","0,5247"
805,"0,1193","0,9204","0,0477","0,2046","0,5255"
806,"0,118","0,9206","0,0471","0,2028","0,5256"
807,"0,1164","0,9214","0,0467","0,2022","0,526"
808,"0,1151","0,9225","0,0462","0,2014","0,5263"
809,"0,1135","0,9227","0,0457","0,1998","0,5266"
810,"0,112","0,9238","0,0452","0,1985","0,5268"
811,"0,1112","0,9239","0,0449","0,1978","0,5271"
812,"0,1099","0,9238","0,0445","0,1971","0,5275"
813,"0,1092","0,9242","0,0441","0,1952","0,5274"
814,"0,1083","0,9248","0,0437","0,1942","0,5275"
815,"0,1079","0,9249","0,0436","0,1939","0,5275"
816,"0,1077","0,9249","0,0435","0,1937","0,5275"
817,"0,1071","0,9247","0,0432","0,1923","0,5275"
818,"0,1066","0,925","0,0429","0,1916","0,5275"
819,"0,1064","0,9248","0,0429","0,1921","0,5276"
820,"0,1061","0,9249","0,0427","0,1912","0,5276"
821,"0,1058","0,9253","0,0426","0,1911","0,5276"
822,"0,1055","0,9253","0,0425","0,1903","0,5277"
823,"0,105","0,9256","0,0422","0,1888","0,5278"
824,"0,1048","0,9258","0,0421","0,1887","0,5277"
825,"0,1046","0,9258","0,042","0,1887","0,5277"
826,"0,1043","0,9254","0,0419","0,1883","0,5277"
827,"0,1043","0,9254","0,0419","0,1882","0,5278"
828,"0,1039","0,9258","0,0416","0,1877","0,5278"
829,"0,1039","0,9261","0,0417","0,188","0,5279"
830,"0,1036","0,926","0,0415","0,1871","0,5279"
831,"0,1035","0,926","0,0414","0,1871","0,5282"
832,"0,1027","0,9268","0,041","0,1857","0,5283"
833,"0,1026","0,9275","0,0411","0,1866","0,5285"
834,"0,1021","0,928","0,041","0,1864","0,5291"
835,"0,1022","0,9279","0,041","0,1869","0,529"
836,"0,1017","0,928","0,0407","0,1856","0,5292"
837,"0,1009","0,9292","0,0403","0,1844","0,5297"
838,"0,1008","0,9294","0,0404","0,1851","0,5299"
839,"0,1001","0,9296","0,0402","0,1841","0,5301"
840,"0,0996","0,9302","0,0399","0,1832","0,5305"
841,"0,0989","0,9308","0,0398","0,1839","0,5308"
842,"0,0982","0,9309","0,0394","0,1817","0,531"
843,"0,0975","0,9312","0,0393","0,1818","0,5313"
844,"0,0971","0,9315","0,0391","0,1811","0,5314"
845,"0,0964","0,9319","0,0389","0,1802","0,5316"
846,"0,0964","0,9315","0,0387","0,1792","0,5316"
847,"0,0956","0,9322","0,0386","0,1795","0,5319"
848,"0,0952","0,9325","0,0383","0,1785","0,5321"
849,"0,0947","0,9328","0,038","0,1779","0,5322"
850,"0,0947","0,9325","0,038","0,1779","0,532"
851,"0,0943","0,9335","0,038","0,1782","0,5324"
852,"0,0936","0,9332","0,0378","0,1783","0,5325"
853,"0,0934","0,9334","0,0377","0,178","0,5326"
854,"0,0931","0,933","0,0375","0,1772","0,5325"
855,"0,0926","0,9335","0,0373","0,1761","0,533"
856,"0,0925","0,934","0,0371","0,1754","0,5333"
857,"0,0916","0,9352","0,037","0,1758","0,5335"
858,"0,0909","0,9356","0,0367","0,175","0,5336"
859,"0,0903","0,936","0,0367","0,1745","0,5338"
860,"0,09","0,9361","0,0364","0,1736","0,534"
861,"0,0893","0,9364","0,0361","0,1728","0,5339"
862,"0,089","0,9365","0,0361","0,1727","0,5341"
863,"0,0882","0,9371","0,0359","0,173","0,5344"
864,"0,0879","0,9373","0,0357","0,1716","0,5346"
865,"0,0875","0,9375","0,0357","0,1711","0,5349"
866,"0,0869","0,9375","0,0353","0,17","0,5347"
867,"0,0859","0,938","0,0348","0,1684","0,535"
868,"0,0858","0,9381","0,0349","0,1687","0,5352"
869,"0,085","0,9383","0,0345","0,1677","0,535"
870,"0,0849","0,9382","0,0345","0,168","0,5349"
871,"0,0849","0,9383","0,0344","0,1675","0,5348"
872,"0,0843","0,9389","0,0341","0,1665","0,535"
873,"0,0844","0,9388","0,0341","0,1665","0,5348"
874,"0,0844","0,9384","0,0341","0,1659","0,5347"
875,"0,0844","0,9381","0,034","0,1652","0,5346"
876,"0,0841","0,9384","0,034","0,166","0,5348"
877,"0,0841","0,9388","0,0339","0,1654","0,5346"
878,"0,0841","0,9391","0,0339","0,1653","0,5347"
879,"0,084","0,9388","0,0338","0,1649","0,5345"
880,"0,0837","0,9389","0,0337","0,165","0,5346"
881,"0,0836","0,9388","0,0336","0,1641","0,5345"
882,"0,0836","0,9389","0,0336","0,1636","0,5344"
883,"0,0831","0,9386","0,0334","0,1632","0,5346"
884,"0,0832","0,9386","0,0333","0,1623","0,5344"
885,"0,0832","0,9384","0,0333","0,1626","0,5343"
886,"0,0833","0,9383","0,0333","0,1629","0,5342"
887,"0,0834","0,9382","0,0333","0,1634","0,5341"
888,"0,0833","0,9383","0,0333","0,1623","0,5342"
889,"0,0831","0,9384","0,0333","0,163","0,5341"
890,"0,0831","0,938","0,0332","0,1625","0,5341"
891,"0,0831","0,938","0,0332","0,163","0,534"
892,"0,0828","0,9382","0,033","0,1617","0,534"
893,"0,0829","0,9381","0,033","0,1612","0,5339"
894,"0,0825","0,9384","0,0328","0,1601","0,534"
895,"0,083","0,9381","0,033","0,1609","0,5337"
896,"0,0825","0,9385","0,0328","0,1605","0,5339"
897,"0,0824","0,9384","0,0327","0,1599","0,5338"
898,"0,0827","0,9382","0,0328","0,1599","0,5338"
899,"0,0822","0,9384","0,0325","0,1596","0,5338"
900,"0,0825","0,9383","0,0326","0,1599","0,5338"
901,"0,0826","0,9384","0,0326","0,1593","0,5337"
902,"0,0825","0,9382","0,0325","0,1592","0,5337"
903,"0,0823","0,9382","0,0324","0,1588","0,5337"
904,"0,0824","0,9384","0,0325","0,1593","0,5336"
905,"0,0821","0,9384","0,0324","0,1585","0,5337"
906,"0,0825","0,9381","0,0325","0,159","0,5335"
907,"0,0825","0,938","0,0325","0,159","0,5335"
908,"0,0824","0,9382","0,0324","0,1586","0,5335"
909,"0,0826","0,938","0,0325","0,1589","0,5334"
910,"0,0822","0,9381","0,0323","0,1583","0,5335"
911,"0,0825","0,9379","0,0324","0,1584","0,5333"
912,"0,0821","0,9381","0,0323","0,1579","0,5335"
913,"0,0823","0,9383","0,0323","0,1585","0,5334"
914,"0,0825","0,9383","0,0331","0,1626","0,5339"
915,"0,0825","0,9383","0,0327","0,1602","0,5336"
916,"0,0823","0,9384","0,0325","0,1587","0,5336"
917,"0,0823","0,9383","0,0324","0,1586","0,5335"
918,"0,0821","0,9385","0,0323","0,1581","0,5334"
919,"0,0823","0,9383","0,0323","0,158","0,5334"
920,"0,0823","0,9383","0,0323","0,1584","0,5333"
921,"0,0822","0,9383","0,0323","0,158","0,5333"
922,"0,0821","0,9384","0,0322","0,1574","0,5334"
923,"0,0819","0,9385","0,0321","0,1576","0,5333"
924,"0,0821","0,9383","0,0321","0,1573","0,5333"
925,"0,0824","0,9381","0,0323","0,158","0,5331"
926,"0,082","0,9383","0,0321","0,157","0,5333"
927,"0,0819","0,9383","0,032","0,1566","0,5333"
928,"0,082","0,9382","0,032","0,1569","0,5332"
929,"0,0821","0,9383","0,0321","0,1575","0,5332"
930,"0,0821","0,9385","0,0321","0,1573","0,5332"
931,"0,0822","0,9384","0,0322","0,1575","0,5332"
932,"0,082","0,9385","0,032","0,157","0,5332"
933,"0,082","0,9385","0,032","0,1562","0,5332"
934,"0,0818","0,9385","0,0319","0,1564","0,5332"
935,"0,0822","0,9385","0,0321","0,1571","0,5331"
936,"0,0818","0,9386","0,0319","0,1563","0,5333"
937,"0,0821","0,9383","0,032","0,1568","0,5331"
938,"0,0816","0,9388","0,0317","0,1558","0,5333"
939,"0,0817","0,9386","0,0319","0,1562","0,5334"
940,"0,0819","0,9382","0,0321","0,1574","0,5335"
941,"0,0823","0,939","0,0324","0,159","0,5335"
942,"0,0822","0,9385","0,0328","0,1622","0,5337"
943,"0,0817","0,939","0,0328","0,1622","0,534"
944,"0,0838","0,9384","0,0337","0,165","0,5339"
945,"0,0847","0,9382","0,0342","0,1676","0,5337"
946,"0,0836","0,9381","0,0341","0,169","0,5339"
947,"0,0824","0,9383","0,0334","0,1653","0,534"
948,"0,0823","0,9384","0,0333","0,1645","0,5339"
949,"0,0821","0,9385","0,0332","0,1642","0,534"
950,"0,0822","0,9383","0,0333","0,1648","0,5339"
951,"0,0823","0,9382","0,033","0,1627","0,534"
952,"0,082","0,9383","0,0331","0,1638","0,534"
953,"0,082","0,9384","0,033","0,163","0,534"
954,"0,0816","0,9384","0,0327","0,1615","0,534"
955,"0,0817","0,9385","0,0326","0,161","0,5339"
956,"0,0818","0,9384","0,0327","0,161","0,5339"
957,"0,082","0,9383","0,0327","0,161","0,5338"
958,"0,0821","0,9382","0,0327","0,1613","0,5337"
959,"0,0818","0,9384","0,0326","0,1607","0,5338"
960,"0,0818","0,9384","0,0325","0,1603","0,5338"
961,"0,0818","0,9383","0,0324","0,1601","0,5338"
962,"0,0819","0,9382","0,0325","0,1602","0,5337"
963,"0,0816","0,9383","0,0324","0,1597","0,5338"
964,"0,0818","0,9382","0,0324","0,1598","0,5337"
965,"0,0814","0,9387","0,0322","0,1584","0,5339"
966,"0,0819","0,9384","0,0324","0,1593","0,5336"
967,"0,0814","0,9386","0,0322","0,1587","0,5338"
968,"0,0814","0,9386","0,0321","0,1583","0,5338"
969,"0,0816","0,9384","0,0322","0,1582","0,5337"
970,"0,0812","0,9389","0,032","0,1581","0,5338"
971,"0,0814","0,9388","0,0321","0,1583","0,5337"
972,"0,0815","0,9386","0,0321","0,1579","0,5337"
973,"0,0815","0,9385","0,0321","0,158","0,5337"
974,"0,0813","0,9387","0,032","0,1578","0,5338"
975,"0,0814","0,9387","0,0321","0,1587","0,5337"
976,"0,0812","0,9387","0,0319","0,1576","0,5339"
977,"0,0818","0,9384","0,0321","0,1584","0,5337"
